order_id,order_date,customer_region,sales_channel,order_status,order_item_id,product_id,quantity,unit_price,discount_amount,sku,product_name,category,standard_cost,selling_price,supplier_id,active_flag,revenue,total_cost,gross_profit
1015,2026-02-09,East,Ebay,Shipped,34,140,8,86.93,0.0,SKU-0140,Electronics Product 140, Electronics ,20.41,86.93,2,Unknown,695.44,163.28,532.1600000000001
1016,2026-03-01,East,Shopify,Delivered,35,56,8,172.23,6.22,SKU-0056,Sports Product 56,sports,134.72,172.23,7,Y,1371.62,1077.76,293.8599999999999
1017,2026-03-12,West,Ebay,Delivered,36,46,2,219.11,0.0,SKU-0046,Kitchen Product 46,KITCHEN,40.75,219.11,4,Y,438.22,81.5,356.72
1017,2026-03-12,West,Ebay,Delivered,37,62,4,109.67,0.0,SKU-0062,Electronics Product 62,electronics,133.9,109.67,7,Unknown,438.68,535.6,-96.92000000000002
1017,2026-03-12,West,Ebay,Delivered,38,91,5,170.65,0.0,SKU-0091,Office Product 91,OFF,135.82,170.65,4,N,853.25,679.0999999999999,174.1500000000001
1017,2026-03-12,West,Ebay,Delivered,39,96,7,252.1,0.0,SKU-0096,Office Product 96,OFFICE,136.6,252.1,5,Unknown,1764.7,956.2,808.5000000000001
1018,2026-04-08,Midwest,Amazon,Backordered,40,3,3,22.56,2.16,SKU-0003,Beauty Product 3,beauty,93.44,22.56,4,N,65.52,280.32,-214.8
1019,2026-02-24,Midwest,Amazon,Shipped,41,12,2,61.57,0.0,SKU-0012,Toys Product 12,TOY,132.6,61.57,7,Y,123.14,265.2,-142.06
1019,2026-02-24,Midwest,Amazon,Shipped,42,140,1,86.93,0.0,SKU-0140,Electronics Product 140, Electronics ,20.41,86.93,2,Unknown,86.93,20.41,66.52000000000001
1019,2026-02-24,Midwest,Amazon,Shipped,43,5,4,59.31,9.22,SKU-0005,Toys Product 5, Toys ,64.54,59.31,6,Y,228.02,258.16,-30.14000000000001
1020,2026-02-05,West,Shopify,Shipped,44,14,2,33.86,0.0,SKU-0014,Electronics Product 14,ELECTRONICS,75.2,33.86,6,N,67.72,150.4,-82.68
1020,2026-02-05,West,Shopify,Shipped,45,88,7,109.3,0.0,SKU-0088,Beauty Product 88,Beauty,77.6,109.3,8,N,765.1,543.1999999999999,221.9000000000001
1020,2026-02-05,West,Shopify,Shipped,46,8,5,118.07,11.97,SKU-0008,Sports Product 8,SPO,159.95,118.07,4,N,578.3799999999999,799.75,-221.3700000000001
1021,2026-03-17,West,Shopify,Shipped,47,69,3,69.17,0.0,SKU-0069,Home Product 69, Home ,162.41,69.17,1,N,207.51,487.23,-279.72
1022,2026-02-03,Midwest,Shopify,Delivered,48,143,7,171.53,0.0,SKU-0143,Pet Product 143,Pet,40.62,171.53,5,N,1200.71,284.34,916.37
1022,2026-02-03,Midwest,Shopify,Delivered,49,91,2,170.65,0.0,SKU-0091,Office Product 91,OFF,135.82,170.65,4,N,341.3,271.64,69.66000000000003
1022,2026-02-03,Midwest,Shopify,Delivered,50,99,1,50.97,5.09,SKU-0099,Electronics Product 99,ELECT,31.67,50.97,2,Y,45.88,31.67,14.209999999999994
1022,2026-02-03,Midwest,Shopify,Delivered,51,22,4,159.69,0.0,SKU-0022,Sports Product 22,SPO,138.34,159.69,2,Unknown,638.76,553.36,85.39999999999998
1023,2026-02-12,Midwest,Ebay,Backordered,52,124,2,48.76,0.0,SKU-0124,Sports Product 124,Sports,178.94,48.76,7,Y,97.52,357.88,-260.36
1023,2026-02-12,Midwest,Ebay,Backordered,53,127,4,38.14,0.0,SKU-0127,Beauty Product 127,beauty,51.31,38.14,4,N,152.56,205.24,-52.68000000000001
1023,2026-02-12,Midwest,Ebay,Backordered,54,78,1,71.75,0.0,SKU-0078,Beauty Product 78,BEAUTY,44.31,71.75,1,Y,71.75,44.31,27.44
1024,2026-03-24,East,Shopify,Delivered,55,81,3,244.17,0.0,SKU-0081,Home Product 81, Home ,43.3,244.17,8,Y,732.51,129.89999999999998,602.61
1024,2026-03-24,East,Shopify,Delivered,56,75,8,180.3,0.0,SKU-0075,Sports Product 75,sports,80.23,180.3,6,N,1442.4,641.84,800.5600000000001
1024,2026-03-24,East,Shopify,Delivered,57,84,7,150.28,4.92,SKU-0084,Pet Product 84,pet,135.14,150.28,5,Unknown,1047.04,945.98,101.06000000000006
1024,2026-03-24,East,Shopify,Delivered,58,94,2,53.67,0.0,SKU-0094,Electronics Product 94,Electronics,117.48,53.67,8,N,107.34,234.96,-127.62
1025,2026-04-23,West,Shopify,Cancelled,59,128,3,143.39,0.0,SKU-0128,Home Product 128,home,5.47,143.39,8,Y,430.17,16.41,413.75999999999993
1025,2026-04-23,West,Shopify,Cancelled,60,65,3,203.11,11.01,SKU-0065,Sports Product 65,sports,44.01,203.11,7,Y,598.32,132.03,466.2900000000001
1025,2026-04-23,West,Shopify,Cancelled,61,19,8,298.89,14.87,SKU-0019,Home Product 19, Home ,71.78,298.89,5,Y,2376.25,574.24,1802.01
1025,2026-04-23,West,Shopify,Cancelled,62,150,7,100.09,8.48,SKU-0150,Sports Product 150,Sports,54.5,100.09,8,Unknown,692.15,381.5,310.65
1026,2026-04-03,West,Amazon,Shipped,63,28,4,206.43,0.0,SKU-0028,Beauty Product 28,BEAUTY,74.82,206.43,6,N,825.72,299.28,526.44
1027,2026-04-21,West,Amazon,Delivered,64,57,4,266.69,7.24,SKU-0057,Electronics Product 57,Electronics,18.17,266.69,3,Y,1059.52,72.68,986.84
1027,2026-04-21,West,Amazon,Delivered,65,119,3,27.97,0.0,SKU-0119,Electronics Product 119,ELECT,27.15,27.97,1,Y,83.91,81.44999999999999,2.460000000000008
1027,2026-04-21,West,Amazon,Delivered,66,124,2,48.76,0.0,SKU-0124,Sports Product 124,Sports,178.94,48.76,7,Y,97.52,357.88,-260.36
1028,2026-05-02,Unknown,Walmart,Delivered,67,82,2,243.4,0.0,SKU-0082,Beauty Product 82,Beauty,84.88,243.4,6,Unknown,486.8,169.76,317.04
1028,2026-05-02,Unknown,Walmart,Delivered,68,6,6,256.54,0.0,SKU-0006,Home Product 6, Home ,21.93,256.54,5,Unknown,1539.2400000000002,131.57999999999998,1407.6600000000003
1028,2026-05-02,Unknown,Walmart,Delivered,69,63,3,214.86,0.0,SKU-0063,Beauty Product 63,BEAUTY,32.86,214.86,7,Unknown,644.58,98.58,546.0
1028,2026-05-02,Unknown,Walmart,Delivered,70,144,7,194.56,0.0,SKU-0144,Pet Product 144,Pet,10.05,194.56,4,N,1361.92,70.35000000000001,1291.5700000000002
1029,2026-02-20,Midwest,Amazon,Backordered,71,2,4,135.25,0.0,SKU-0002,Home Product 2,HOM,20.21,135.25,1,Y,541.0,80.84,460.16
1029,2026-02-20,Midwest,Amazon,Backordered,72,148,2,124.32,0.0,SKU 0148,Beauty Product 148, Beauty ,101.47,124.32,3,Unknown,248.64,202.94,45.69999999999999
1029,2026-02-20,Midwest,Amazon,Backordered,73,94,6,53.67,0.0,SKU-0094,Electronics Product 94,Electronics,117.48,53.67,8,N,322.02,704.88,-382.86
1029,2026-02-20,Midwest,Amazon,Backordered,74,68,8,138.85,0.0,SKU-0068,Sports Product 68,Sports,23.97,138.85,6,N,1110.8,191.76,919.04
1030,2026-02-14,South,Shopify,Shipped,75,35,6,46.14,0.0,SKU-0035,Office Product 35,OFFICE,145.1,46.14,4,N,276.84000000000003,870.5999999999999,-593.7599999999999
1031,2026-04-09,Midwest,Shopify,Backordered,76,143,3,171.53,0.0,SKU-0143,Pet Product 143,Pet,40.62,171.53,5,N,514.59,121.86,392.73
1031,2026-04-09,Midwest,Shopify,Backordered,77,48,6,299.56,0.0,SKU-0048,Home Product 48,Home,85.2,299.56,2,Y,1797.36,511.2000000000001,1286.16
1032,2026-05-06,Midwest,Shopify,Backordered,78,43,2,277.03,0.0,SKU-0043,Electronics Product 43,ELECT,88.44,277.03,3,Y,554.06,176.88,377.18
1032,2026-05-06,Midwest,Shopify,Backordered,79,75,1,180.3,0.0,SKU-0075,Sports Product 75,sports,80.23,180.3,6,N,180.3,80.23,100.07
1032,2026-05-06,Midwest,Shopify,Backordered,80,44,8,34.37,8.92,SKU-0044,Home Product 44,home,16.99,34.37,4,N,266.04,135.92,130.11999999999998
1032,2026-05-06,Midwest,Shopify,Backordered,81,141,2,15.33,0.0,SKU-0141,Office Product 141,OFF,149.36,15.33,8,N,30.66,298.72,-268.06
1033,2026-02-25,Unknown,Amazon,Backordered,82,77,1,195.39,0.0,SKU-0077,Home Product 77,HOME,95.2,195.39,6,Y,195.39,95.2,100.18999999999998
1033,2026-02-25,Unknown,Amazon,Backordered,83,23,8,58.56,0.0,SKU-0023,Sports Product 23,SPO,111.57,58.56,3,Y,468.48,892.56,-424.0799999999999
1034,2026-02-05,West,Shopify,Shipped,84,137,5,181.82,0.0,SKU-0137,Pet Product 137,PET,36.76,181.82,8,Y,909.1,183.8,725.3
1034,2026-02-05,West,Shopify,Shipped,85,83,5,269.23,0.0,SKU-0083,Pet Product 83,PET,147.63,269.23,7,Unknown,1346.15,738.15,608.0000000000001
1034,2026-02-05,West,Shopify,Shipped,86,132,2,240.9,2.9,SKU-0132,Toys Product 132,Toys,15.44,240.9,5,N,478.9,30.88,448.02
1035,2026-04-11,West,Shopify,Backordered,87,107,7,223.34,0.0,SKU-0107,Pet Product 107, Pet ,81.23,223.34,5,Y,1563.38,568.61,994.77
1035,2026-04-11,West,Shopify,Backordered,88,104,5,199.55,0.0,SKU-0104,Office Product 104,OFFICE,17.07,199.55,1,Unknown,997.75,85.35,912.4
1035,2026-04-11,West,Shopify,Backordered,89,117,8,293.33,0.0,SKU-0117,Pet Product 117,PET,131.8,293.33,5,Y,2346.64,1054.4,1292.2399999999998
1036,2026-04-20,South,Walmart,Shipped,90,73,6,134.83,0.0,SKU-0073,Sports Product 73,SPO,27.28,134.83,7,N,808.98,163.68,645.3
1036,2026-04-20,South,Walmart,Shipped,91,145,8,172.39,0.0,SKU-0145,Toys Product 145,TOYS,101.4,172.39,2,N,1379.12,811.2,567.9199999999998
1036,2026-04-20,South,Walmart,Shipped,92,12,2,61.57,9.77,SKU-0012,Toys Product 12,TOY,132.6,61.57,7,Y,113.37,265.2,-151.82999999999998
1037,2026-02-10,Unknown,Amazon,Cancelled,93,65,2,203.11,0.0,SKU-0065,Sports Product 65,sports,44.01,203.11,7,Y,406.22,88.02,318.20000000000005
1037,2026-02-10,Unknown,Amazon,Cancelled,94,14,7,33.86,0.0,SKU-0014,Electronics Product 14,ELECTRONICS,75.2,33.86,6,N,237.02,526.4,-289.38
1037,2026-02-10,Unknown,Amazon,Cancelled,95,110,2,112.0,0.0,SKU-0110,Beauty Product 110,BEAUTY,144.62,112.0,5,Y,224.0,289.24,-65.24000000000001
1038,2026-01-20,East,Amazon,Shipped,96,3,1,22.56,0.0,SKU-0003,Beauty Product 3,beauty,93.44,22.56,4,N,22.56,93.44,-70.88
1038,2026-01-20,East,Amazon,Shipped,97,109,3,257.52,0.0,SKU-0109,Office Product 109,OFFICE,10.02,257.52,3,N,772.56,30.06,742.5
1038,2026-01-20,East,Amazon,Shipped,98,99,2,50.97,0.0,SKU-0099,Electronics Product 99,ELECT,31.67,50.97,2,Y,101.94,63.34,38.6
1038,2026-01-20,East,Amazon,Shipped,99,27,6,165.39,0.0,SKU-0027,Pet Product 27,PET,33.9,165.39,7,N,992.34,203.4,788.9399999999999
1039,2026-02-12,Unknown,Ebay,Backordered,100,39,7,129.3,9.63,SKU-0039,Pet Product 39, Pet ,42.41,129.3,1,N,895.4700000000001,296.87,598.6000000000001
1039,2026-02-12,Unknown,Ebay,Backordered,101,56,2,172.23,0.0,SKU-0056,Sports Product 56,sports,134.72,172.23,7,Y,344.46,269.44,75.01999999999998
1040,2026-01-22,West,Amazon,Shipped,102,7,5,292.34,0.0,SKU-0007,Electronics Product 7, Electronics ,98.84,292.34,7,Y,1461.6999999999998,494.2000000000001,967.4999999999998
1040,2026-01-22,West,Amazon,Shipped,103,101,5,45.81,0.0,SKU-0101,Home Product 101,home,173.83,45.81,1,Y,229.05,869.1500000000001,-640.1000000000001
1040,2026-01-22,West,Amazon,Shipped,104,127,7,38.14,2.58,SKU-0127,Beauty Product 127,beauty,51.31,38.14,4,N,264.40000000000003,359.17,-94.76999999999998
1041,2026-04-10,South,Walmart,Delivered,105,121,2,151.43,0.0,SKU-0121,Electronics Product 121,ELECT,54.76,151.43,6,N,302.86,109.52,193.34000000000003
1041,2026-04-10,South,Walmart,Delivered,106,4,5,94.28,0.0,SKU-0004,Office Product 4,office,83.61,94.28,1,Unknown,471.4,418.05,53.349999999999966
1042,2026-01-22,West,Amazon,Shipped,107,72,2,205.06,0.0,SKU-0072,Home Product 72,HOME,93.75,205.06,6,N,410.12,187.5,222.62
1042,2026-01-22,West,Amazon,Shipped,108,40,6,90.58,0.0,SKU-0040,Office Product 40,Office,177.43,90.58,8,Y,543.48,1064.58,-521.0999999999999
1043,2026-04-22,West,Walmart,Delivered,109,80,3,84.54,0.0,SKU-0080,Beauty Product 80, Beauty ,91.52,84.54,1,Unknown,253.62,274.56,-20.94
1044,2026-04-06,South,Shopify,Shipped,110,8,6,118.07,0.0,SKU-0008,Sports Product 8,SPO,159.95,118.07,4,N,708.42,959.7,-251.28
1045,2026-05-11,Midwest,Amazon,Cancelled,111,95,3,75.32,0.0,SKU-0095,Electronics Product 95,ELECTRONICS,71.34,75.32,6,Y,225.96,214.02,11.93999999999997
1045,2026-05-11,Midwest,Amazon,Cancelled,112,147,2,133.41,0.0,SKU-0147,Sports Product 147,SPO,128.45,133.41,8,N,266.82,256.9,9.920000000000016
1046,2026-04-18,East,Ebay,Shipped,113,82,5,243.4,0.0,SKU-0082,Beauty Product 82,Beauty,84.88,243.4,6,Unknown,1217.0,424.4,792.6
1046,2026-04-18,East,Ebay,Shipped,114,31,1,35.19,0.0,SKU-0031,Home Product 31,Home,155.44,35.19,4,Y,35.19,155.44,-120.25
1046,2026-04-18,East,Ebay,Shipped,115,103,2,241.92,0.0,SKU-0103,Sports Product 103,SPO,145.97,241.92,1,Y,483.84,291.94,191.9
1046,2026-04-18,East,Ebay,Shipped,116,80,6,84.54,2.21,SKU-0080,Beauty Product 80, Beauty ,91.52,84.54,1,Unknown,505.03,549.12,-44.089999999999975
1047,2026-04-05,East,Walmart,Delivered,117,39,1,129.3,0.0,SKU-0039,Pet Product 39, Pet ,42.41,129.3,1,N,129.3,42.41,86.89000000000001
1047,2026-04-05,East,Walmart,Delivered,118,60,6,115.8,0.0,SKU-0060,Beauty Product 60,beauty,121.71,115.8,7,Y,694.8,730.26,-35.46000000000004
1048,2026-03-02,West,Walmart,Backordered,119,72,2,205.06,0.0,SKU-0072,Home Product 72,HOME,93.75,205.06,6,N,410.12,187.5,222.62
1048,2026-03-02,West,Walmart,Backordered,120,134,7,26.36,0.0,SKU-0134,Pet Product 134, Pet ,19.08,26.36,7,N,184.52,133.56,50.95999999999998
1049,2026-01-16,East,Shopify,Backordered,121,75,5,180.3,12.91,SKU-0075,Sports Product 75,sports,80.23,180.3,6,N,888.59,401.15,487.44
1049,2026-01-16,East,Shopify,Backordered,122,84,6,150.28,0.0,SKU-0084,Pet Product 84,pet,135.14,150.28,5,Unknown,901.68,810.8399999999999,90.84000000000016
1050,2026-04-26,Midwest,Ebay,Backordered,123,138,6,106.5,0.0,SKU-0138,Pet Product 138,PET,76.46,106.5,2,Unknown,639.0,458.76,180.24
1051,2026-01-11,East,Ebay,Shipped,124,64,6,247.73,0.0,SKU-0064,Electronics Product 64, Electronics ,43.93,247.73,8,Y,1486.38,263.58,1222.8
1052,2026-03-05,West,Walmart,Delivered,125,32,1,221.16,0.0,SKU-0032,Pet Product 32,pet,99.37,221.16,8,N,221.16,99.37,121.79
1052,2026-03-05,West,Walmart,Delivered,126,34,4,222.79,0.0,SKU-0034,Office Product 34, Office ,86.73,222.79,2,Y,891.16,346.92,544.24
1053,2026-02-20,East,Walmart,Shipped,127,85,2,163.57,1.6,SKU-0085,Beauty Product 85,BEAUTY,139.02,163.57,4,Y,325.54,278.04,47.49999999999994
1054,2026-04-20,East,Ebay,Shipped,128,71,5,277.42,0.0,SKU-0071,Office Product 71,Office,171.05,277.42,6,N,1387.1,855.25,531.8500000000001
1054,2026-04-20,East,Ebay,Shipped,129,9,4,235.32,10.06,SKU-0009,Home Product 9,Home,120.72,235.32,2,Unknown,931.22,482.88,448.34
1055,2026-03-05,West,Amazon,Shipped,130,92,8,23.27,8.62,SKU-0092,Beauty Product 92,BEAUTY,81.27,23.27,6,N,177.54,650.16,-472.62
1055,2026-03-05,West,Amazon,Shipped,131,89,6,126.0,0.0,SKU-0089,Electronics Product 89,electronics,150.76,126.0,1,Unknown,756.0,904.56,-148.55999999999997
1055,2026-03-05,West,Amazon,Shipped,132,7,6,292.34,0.0,SKU-0007,Electronics Product 7, Electronics ,98.84,292.34,7,Y,1754.04,593.04,1161.0
1055,2026-03-05,West,Amazon,Shipped,133,72,1,205.06,12.32,SKU-0072,Home Product 72,HOME,93.75,205.06,6,N,192.74,93.75,98.99
1056,2026-03-10,West,Shopify,Delivered,134,148,7,124.32,0.0,SKU 0148,Beauty Product 148, Beauty ,101.47,124.32,3,Unknown,870.24,710.29,159.95000000000005
1056,2026-03-10,West,Shopify,Delivered,135,46,4,219.11,0.0,SKU-0046,Kitchen Product 46,KITCHEN,40.75,219.11,4,Y,876.44,163.0,713.44
1057,2026-03-21,West,Walmart,Shipped,136,15,4,198.21,0.0,SKU-0015,Pet Product 15, Pet ,159.82,198.21,3,Y,792.84,639.28,153.56000000000006
1058,2026-03-24,East,Amazon,Delivered,137,29,6,33.25,0.0,SKU-0029,Pet Product 29,Pet,48.38,33.25,1,Y,199.5,290.28000000000003,-90.78000000000004
1058,2026-03-24,East,Amazon,Delivered,138,102,2,71.52,0.0,SKU-0102,Office Product 102, Office ,169.76,71.52,4,Y,143.04,339.52,-196.48
1059,2026-04-02,West,Shopify,Shipped,139,97,5,168.73,0.0,SKU-0097,Home Product 97, Home ,8.39,168.73,6,N,843.65,41.95,801.6999999999999
1059,2026-04-02,West,Shopify,Shipped,140,33,3,42.63,11.2,SKU-0033,Pet Product 33, Pet ,38.32,42.63,7,Y,116.69,114.96,1.730000000000004
1060,2026-01-27,South,Shopify,Backordered,141,61,6,293.22,0.0,SKU-0061,Toys Product 61,toys,156.31,293.22,3,N,1759.3200000000002,937.86,821.4600000000002
1061,2026-03-07,West,Shopify,Delivered,142,99,8,50.97,0.0,SKU-0099,Electronics Product 99,ELECT,31.67,50.97,2,Y,407.76,253.36,154.39999999999998
1062,2026-04-26,South,Amazon,Delivered,143,82,5,243.4,0.0,SKU-0082,Beauty Product 82,Beauty,84.88,243.4,6,Unknown,1217.0,424.4,792.6
1063,2026-05-04,Midwest,Amazon,Shipped,144,112,3,154.88,0.0,SKU-0112,Beauty Product 112, Beauty ,118.03,154.88,1,Y,464.64,354.09000000000003,110.54999999999995
1063,2026-05-04,Midwest,Amazon,Shipped,145,53,4,73.03,0.0,SKU-0053,Beauty Product 53,BEAUTY,81.27,73.03,5,Y,292.12,325.08,-32.95999999999998
1064,2026-01-14,Midwest,Amazon,Cancelled,146,76,8,160.68,0.0,SKU-0076,Pet Product 76, Pet ,123.23,160.68,3,N,1285.44,985.84,299.6
1065,2026-03-16,West,Walmart,Delivered,147,102,8,71.52,0.0,SKU-0102,Office Product 102, Office ,169.76,71.52,4,Y,572.16,1358.08,-785.92
1065,2026-03-16,West,Walmart,Delivered,148,24,7,20.55,3.59,SKU-0024,Electronics Product 24,ELECT,61.73,20.55,6,Unknown,140.26,432.11,-291.85
1065,2026-03-16,West,Walmart,Delivered,149,95,3,75.32,0.0,SKU-0095,Electronics Product 95,ELECTRONICS,71.34,75.32,6,Y,225.96,214.02,11.93999999999997
1066,2026-01-22,West,Ebay,Shipped,150,59,1,213.38,12.46,SKU-0059,Sports Product 59,SPORTS,162.32,0.0,1,Y,200.92,162.32,38.6
1066,2026-01-22,West,Ebay,Shipped,151,138,8,106.5,0.0,SKU-0138,Pet Product 138,PET,76.46,106.5,2,Unknown,852.0,611.68,240.32000000000005
1066,2026-01-22,West,Ebay,Shipped,152,122,5,151.15,0.0,SKU-0122,Electronics Product 122,ELECTRONICS,169.69,151.15,2,N,755.75,848.45,-92.70000000000005
1066,2026-01-22,West,Ebay,Shipped,153,129,3,95.57,2.68,SKU-0129,Electronics Product 129,electronics,55.42,95.57,8,Y,284.03,166.26,117.76999999999998
1067,2026-02-21,West,Shopify,Shipped,154,82,2,243.4,2.22,SKU-0082,Beauty Product 82,Beauty,84.88,243.4,6,Unknown,484.58,169.76,314.82
1067,2026-02-21,West,Shopify,Shipped,155,142,6,192.45,12.99,SKU-0142,Electronics Product 142,electronics,95.73,192.45,8,N,1141.7099999999998,574.38,567.3299999999998
1067,2026-02-21,West,Shopify,Shipped,156,4,7,94.28,0.0,SKU-0004,Office Product 4,office,83.61,94.28,1,Unknown,659.96,585.27,74.69000000000005
1068,2026-01-26,South,Amazon,Cancelled,157,68,7,138.85,10.17,SKU-0068,Sports Product 68,Sports,23.97,138.85,6,N,961.78,167.79,793.99
1068,2026-01-26,South,Amazon,Cancelled,158,10,3,144.22,0.0,SKU-0010,Beauty Product 10,Beauty,71.52,144.22,6,N,432.66,214.56,218.1
1068,2026-01-26,South,Amazon,Cancelled,159,103,1,241.92,0.0,SKU-0103,Sports Product 103,SPO,145.97,241.92,1,Y,241.92,145.97,95.95
1068,2026-01-26,South,Amazon,Cancelled,160,61,1,293.22,0.0,SKU-0061,Toys Product 61,toys,156.31,293.22,3,N,293.22,156.31,136.91000000000005
1069,2026-01-06,South,Ebay,Cancelled,161,126,2,32.17,0.0,SKU-0126,Office Product 126,OFFICE,104.51,32.17,2,Unknown,64.34,209.02,-144.68
1069,2026-01-06,South,Ebay,Cancelled,162,35,5,46.14,14.64,SKU-0035,Office Product 35,OFFICE,145.1,46.14,4,N,216.06,725.5,-509.44
