inventory_id,product_id,warehouse,quantity_on_hand,last_updated,sku,product_name,category,standard_cost,selling_price,supplier_id,active_flag,inventory_value
23,12,Unknown,226,2026-03-25,SKU-0012,Toys Product 12,TOY,132.6,61.57,7.0,Y,29967.6
24,12,Draper,153,2026-04-04,SKU-0012,Toys Product 12,TOY,132.6,61.57,7.0,Y,20287.8
25,12,Salt Lake City,353,2026-03-08,SKU-0012,Toys Product 12,TOY,132.6,61.57,7.0,Y,46807.8
26,13,Draper,436,2026-04-16,SKU-0013,Beauty Product 13,BEAUTY,152.5,236.16,4.0,Unknown,66490.0
27,13,South Jordan,195,2026-03-26,SKU-0013,Beauty Product 13,BEAUTY,152.5,236.16,4.0,Unknown,29737.5
28,14,Lehi,500,2026-04-06,SKU-0014,Electronics Product 14,ELECTRONICS,75.2,33.86,6.0,N,37600.0
30,15,South Jordan,409,2026-03-11,SKU-0015,Pet Product 15, Pet ,159.82,198.21,3.0,Y,65366.38
31,15,Lehi,180,2026-04-19,SKU-0015,Pet Product 15, Pet ,159.82,198.21,3.0,Y,28767.6
32,15,South Jordan,317,2026-03-14,SKU-0015,Pet Product 15, Pet ,159.82,198.21,3.0,Y,50662.94
33,16,Draper,330,2026-03-12,SKU-0016,Toys Product 16,toys,135.37,168.61,7.0,Y,44672.1
34,16,Salt Lake City,225,2026-04-08,SKU-0016,Toys Product 16,toys,135.37,168.61,7.0,Y,30458.25
35,16,West Valley,374,2026-03-04,SKU-0016,Toys Product 16,toys,135.37,168.61,7.0,Y,50628.380000000005
36,17,West Valley,89,2026-03-12,SKU-0017,Office Product 17,OFFICE,43.38,299.3,8.0,Y,3860.82
37,17,South Jordan,276,2026-04-08,SKU-0017,Office Product 17,OFFICE,43.38,299.3,8.0,Y,11972.88
38,18,Unknown,84,2026-03-10,SKU-0018,Electronics Product 18,Electronics,31.75,60.59,7.0,Y,2667.0
39,18,Lehi,483,2026-03-11,SKU-0018,Electronics Product 18,Electronics,31.75,60.59,7.0,Y,15335.25
40,18,South Jordan,151,2026-04-10,SKU-0018,Electronics Product 18,Electronics,31.75,60.59,7.0,Y,4794.25
41,19,South Jordan,493,2026-03-14,SKU-0019,Home Product 19, Home ,71.78,298.89,5.0,Y,35387.54
42,20,South Jordan,495,2026-03-27,SKU-0020,Electronics Product 20,Electronics,124.3,168.04,5.0,Unknown,61528.5
43,21,Salt Lake City,7,2026-04-24,SKU-0021,Kitchen Product 21,Kitchen,56.36,60.07,1.0,N,394.52
44,21,South Jordan,232,2026-03-15,SKU-0021,Kitchen Product 21,Kitchen,56.36,60.07,1.0,N,13075.52
45,22,Lehi,326,2026-04-25,SKU-0022,Sports Product 22,SPO,138.34,159.69,2.0,Unknown,45098.84
46,22,South Jordan,345,2026-04-30,SKU-0022,Sports Product 22,SPO,138.34,159.69,2.0,Unknown,47727.3
47,22,South Jordan,317,2026-03-27,SKU-0022,Sports Product 22,SPO,138.34,159.69,2.0,Unknown,43853.78
48,23,Draper,325,2026-03-04,SKU-0023,Sports Product 23,SPO,111.57,58.56,3.0,Y,36260.25
49,23,Salt Lake City,358,2026-04-05,SKU-0023,Sports Product 23,SPO,111.57,58.56,3.0,Y,39942.06
50,24,Draper,23,2026-04-12,SKU-0024,Electronics Product 24,ELECT,61.73,20.55,6.0,Unknown,1419.79
51,25,Salt Lake City,120,2026-04-23,SKU-0025,Sports Product 25,sports,15.14,265.23,2.0,Y,1816.8
52,25,Unknown,198,2026-03-20,SKU-0025,Sports Product 25,sports,15.14,265.23,2.0,Y,2997.7200000000003
53,26,Unknown,380,2026-03-06,SKU-0026,Pet Product 26,Pet,176.15,166.82,3.0,N,66937.0
54,26,South Jordan,212,2026-03-09,SKU-0026,Pet Product 26,Pet,176.15,166.82,3.0,N,37343.8
55,26,Lehi,250,2026-03-02,SKU-0026,Pet Product 26,Pet,176.15,166.82,3.0,N,44037.5
56,27,Salt Lake City,111,2026-03-02,SKU-0027,Pet Product 27,PET,33.9,165.39,7.0,N,3762.9
57,27,West Valley,120,2026-04-25,SKU-0027,Pet Product 27,PET,33.9,165.39,7.0,N,4068.0
58,28,West Valley,203,2026-04-24,SKU-0028,Beauty Product 28,BEAUTY,74.82,206.43,6.0,N,15188.46
59,28,Unknown,485,2026-04-02,SKU-0028,Beauty Product 28,BEAUTY,74.82,206.43,6.0,N,36287.7
60,28,Salt Lake City,46,2026-03-21,SKU-0028,Beauty Product 28,BEAUTY,74.82,206.43,6.0,N,3441.72
61,29,Salt Lake City,170,2026-04-23,SKU-0029,Pet Product 29,Pet,48.38,33.25,1.0,Y,8224.6
62,29,Unknown,402,2026-04-27,SKU-0029,Pet Product 29,Pet,48.38,33.25,1.0,Y,19448.76
63,29,South Jordan,424,2026-04-18,SKU-0029,Pet Product 29,Pet,48.38,33.25,1.0,Y,20513.120000000003
64,30,Draper,396,2026-03-05,SKU-0030,Beauty Product 30,BEA,43.54,35.23,1.0,N,17241.84
66,30,Draper,276,2026-04-20,SKU-0030,Beauty Product 30,BEA,43.54,35.23,1.0,N,12017.04
68,32,Salt Lake City,135,2026-03-15,SKU-0032,Pet Product 32,pet,99.37,221.16,8.0,N,13414.95
69,32,Draper,215,2026-03-15,SKU-0032,Pet Product 32,pet,99.37,221.16,8.0,N,21364.55
70,33,South Jordan,229,2026-03-30,SKU-0033,Pet Product 33, Pet ,38.32,42.63,7.0,Y,8775.28
71,34,Salt Lake City,113,2026-04-29,SKU-0034,Office Product 34, Office ,86.73,222.79,2.0,Y,9800.49
72,34,South Jordan,372,2026-03-07,SKU-0034,Office Product 34, Office ,86.73,222.79,2.0,Y,32263.56
73,34,Lehi,337,2026-04-02,SKU-0034,Office Product 34, Office ,86.73,222.79,2.0,Y,29228.01
74,35,Salt Lake City,433,2026-03-19,SKU-0035,Office Product 35,OFFICE,145.1,46.14,4.0,N,62828.3
75,35,Unknown,55,2026-03-04,SKU-0035,Office Product 35,OFFICE,145.1,46.14,4.0,N,7980.5
76,35,Draper,227,2026-04-26,SKU-0035,Office Product 35,OFFICE,145.1,46.14,4.0,N,32937.7
77,36,Draper,64,2026-03-22,SKU-0036,Pet Product 36,pet,78.83,94.39,4.0,Unknown,5045.12
78,36,Salt Lake City,299,2026-04-11,SKU-0036,Pet Product 36,pet,78.83,94.39,4.0,Unknown,23570.17
79,37,Unknown,232,2026-04-04,SKU 0037,Home Product 37, Home ,146.4,258.95,2.0,Y,33964.8
80,37,Lehi,50,2026-04-24,SKU 0037,Home Product 37, Home ,146.4,258.95,2.0,Y,7320.0
81,38,Unknown,231,2026-04-05,SKU-0038,Electronics Product 38,Electronics,167.11,256.88,3.0,N,38602.41
82,38,Draper,173,2026-04-06,SKU-0038,Electronics Product 38,Electronics,167.11,256.88,3.0,N,28910.03
83,38,South Jordan,212,2026-04-11,SKU-0038,Electronics Product 38,Electronics,167.11,256.88,3.0,N,35427.32
84,39,West Valley,191,2026-03-19,SKU-0039,Pet Product 39, Pet ,42.41,129.3,1.0,N,8100.309999999999
85,39,Lehi,472,2026-04-26,SKU-0039,Pet Product 39, Pet ,42.41,129.3,1.0,N,20017.52
86,40,Salt Lake City,221,2026-03-15,SKU-0040,Office Product 40,Office,177.43,90.58,8.0,Y,39212.03
87,41,Draper,300,2026-03-27,SKU-0041,Office Product 41,OFF,120.83,153.7,4.0,Y,36249.0
88,41,Salt Lake City,168,2026-04-05,SKU-0041,Office Product 41,OFF,120.83,153.7,4.0,Y,20299.44
89,42,South Jordan,495,2026-04-12,SKU-0042,Beauty Product 42,Beauty,106.36,169.53,6.0,Y,52648.2
90,42,Salt Lake City,180,2026-03-30,SKU-0042,Beauty Product 42,Beauty,106.36,169.53,6.0,Y,19144.8
91,43,Draper,336,2026-03-08,SKU-0043,Electronics Product 43,ELECT,88.44,277.03,3.0,Y,29715.84
92,44,West Valley,432,2026-04-24,SKU-0044,Home Product 44,home,16.99,34.37,4.0,N,7339.679999999999
93,45,Draper,432,2026-03-13,SKU-0045,Home Product 45,HOM,48.09,184.44,2.0,N,20774.88
94,45,South Jordan,419,2026-03-19,SKU-0045,Home Product 45,HOM,48.09,184.44,2.0,N,20149.710000000003
95,46,Unknown,475,2026-03-18,SKU-0046,Kitchen Product 46,KITCHEN,40.75,219.11,4.0,Y,19356.25
97,46,Lehi,390,2026-04-10,SKU-0046,Kitchen Product 46,KITCHEN,40.75,219.11,4.0,Y,15892.5
98,47,Salt Lake City,445,2026-03-20,SKU-0047,Office Product 47,office,122.55,100.5,6.0,Unknown,54534.75
99,47,Draper,205,2026-03-15,SKU-0047,Office Product 47,office,122.55,100.5,6.0,Unknown,25122.75
100,48,Salt Lake City,271,2026-04-05,SKU-0048,Home Product 48,Home,85.2,299.56,2.0,Y,23089.2
101,48,Salt Lake City,232,2026-04-08,SKU-0048,Home Product 48,Home,85.2,299.56,2.0,Y,19766.4
102,48,West Valley,159,2026-03-13,SKU-0048,Home Product 48,Home,85.2,299.56,2.0,Y,13546.8
103,49,Salt Lake City,80,2026-04-28,SKU-0049,Beauty Product 49,BEA,51.41,280.98,2.0,N,4112.799999999999
104,49,Salt Lake City,345,2026-04-03,SKU-0049,Beauty Product 49,BEA,51.41,280.98,2.0,N,17736.449999999997
105,49,Unknown,338,2026-03-24,SKU-0049,Beauty Product 49,BEA,51.41,280.98,2.0,N,17376.579999999998
106,50,South Jordan,110,2026-04-24,SKU-0050,Kitchen Product 50,KITCHEN,32.61,252.62,5.0,Y,3587.1
107,50,Lehi,176,2026-04-13,SKU-0050,Kitchen Product 50,KITCHEN,32.61,252.62,5.0,Y,5739.36
108,51,South Jordan,112,2026-03-24,SKU-0051,Electronics Product 51,ELECT,57.39,204.07,3.0,Y,6427.68
110,51,Salt Lake City,108,2026-03-14,SKU-0051,Electronics Product 51,ELECT,57.39,204.07,3.0,Y,6198.12
112,52,West Valley,66,2026-03-17,SKU-0052,Home Product 52,Home,134.92,59.3,5.0,Y,8904.72
113,53,Unknown,286,2026-03-11,SKU-0053,Beauty Product 53,BEAUTY,81.27,73.03,5.0,Y,23243.22
114,54,Salt Lake City,441,2026-04-04,SKU-0054,Pet Product 54,PET,163.43,256.14,2.0,N,72072.63
115,54,South Jordan,9,2026-04-27,SKU-0054,Pet Product 54,PET,163.43,256.14,2.0,N,1470.87
116,55,South Jordan,363,2026-04-13,SKU-0055,Office Product 55,OFFICE,12.72,110.06,3.0,N,4617.360000000001
117,55,Unknown,58,2026-04-11,SKU-0055,Office Product 55,OFFICE,12.72,110.06,3.0,N,737.76
118,56,South Jordan,425,2026-04-08,SKU-0056,Sports Product 56,sports,134.72,172.23,7.0,Y,57256.0
119,57,South Jordan,432,2026-04-04,SKU-0057,Electronics Product 57,Electronics,18.17,266.69,3.0,Y,7849.44
120,58,South Jordan,445,2026-04-10,SKU-0058,Electronics Product 58,ELECTRONICS,106.94,57.21,3.0,Y,47588.3
121,58,Salt Lake City,113,2026-04-21,SKU-0058,Electronics Product 58,ELECTRONICS,106.94,57.21,3.0,Y,12084.22
122,58,Draper,39,2026-04-24,SKU-0058,Electronics Product 58,ELECTRONICS,106.94,57.21,3.0,Y,4170.66
123,59,Unknown,178,2026-03-10,SKU-0059,Sports Product 59,SPORTS,162.32,0.0,1.0,Y,28892.96
124,59,Draper,330,2026-04-16,SKU-0059,Sports Product 59,SPORTS,162.32,0.0,1.0,Y,53565.6
125,59,South Jordan,52,2026-04-19,SKU-0059,Sports Product 59,SPORTS,162.32,0.0,1.0,Y,8440.64
126,60,Draper,389,2026-04-27,SKU-0060,Beauty Product 60,beauty,121.71,115.8,7.0,Y,47345.19
127,61,South Jordan,237,2026-03-14,SKU-0061,Toys Product 61,toys,156.31,293.22,3.0,N,37045.47
128,62,South Jordan,497,2026-04-22,SKU-0062,Electronics Product 62,electronics,133.9,109.67,7.0,Unknown,66548.3
129,62,West Valley,225,2026-04-03,SKU-0062,Electronics Product 62,electronics,133.9,109.67,7.0,Unknown,30127.5
130,62,South Jordan,323,2026-04-14,SKU-0062,Electronics Product 62,electronics,133.9,109.67,7.0,Unknown,43249.7
131,63,Salt Lake City,37,2026-04-03,SKU-0063,Beauty Product 63,BEAUTY,32.86,214.86,7.0,Unknown,1215.82
132,63,West Valley,19,2026-03-09,SKU-0063,Beauty Product 63,BEAUTY,32.86,214.86,7.0,Unknown,624.34
133,63,Lehi,146,2026-03-07,SKU-0063,Beauty Product 63,BEAUTY,32.86,214.86,7.0,Unknown,4797.56
134,64,Unknown,196,2026-03-27,SKU-0064,Electronics Product 64, Electronics ,43.93,247.73,8.0,Y,8610.28
135,65,Salt Lake City,292,2026-04-11,SKU-0065,Sports Product 65,sports,44.01,203.11,7.0,Y,12850.92
136,65,South Jordan,309,2026-04-22,SKU-0065,Sports Product 65,sports,44.01,203.11,7.0,Y,13599.09
137,65,South Jordan,490,2026-04-25,SKU-0065,Sports Product 65,sports,44.01,203.11,7.0,Y,21564.9
138,66,Salt Lake City,20,2026-04-03,SKU-0066,Sports Product 66,Sports,174.21,94.55,7.0,N,3484.2000000000003
139,66,Draper,224,2026-03-23,SKU-0066,Sports Product 66,Sports,174.21,94.55,7.0,N,39023.04
140,67,West Valley,190,2026-04-07,SKU-0067,Kitchen Product 67,Kitchen,25.18,291.56,3.0,Y,4784.2
141,68,West Valley,404,2026-04-10,SKU-0068,Sports Product 68,Sports,23.97,138.85,6.0,N,9683.88
142,68,Salt Lake City,33,2026-03-27,SKU-0068,Sports Product 68,Sports,23.97,138.85,6.0,N,791.01
143,69,South Jordan,370,2026-03-04,SKU-0069,Home Product 69, Home ,162.41,69.17,1.0,N,60091.7
144,69,Lehi,308,2026-04-10,SKU-0069,Home Product 69, Home ,162.41,69.17,1.0,N,50022.28
145,69,Draper,41,2026-04-22,SKU-0069,Home Product 69, Home ,162.41,69.17,1.0,N,6658.81
146,70,Lehi,66,2026-03-02,SKU-0070,Office Product 70,Office,95.99,244.86,4.0,Y,6335.339999999999
147,70,South Jordan,43,2026-04-07,SKU-0070,Office Product 70,Office,95.99,244.86,4.0,Y,4127.57
148,71,West Valley,359,2026-03-15,SKU-0071,Office Product 71,Office,171.05,277.42,6.0,N,61406.95
149,71,Draper,350,2026-04-26,SKU-0071,Office Product 71,Office,171.05,277.42,6.0,N,59867.50000000001
150,71,Unknown,330,2026-03-30,SKU-0071,Office Product 71,Office,171.05,277.42,6.0,N,56446.50000000001
151,72,Salt Lake City,158,2026-04-18,SKU-0072,Home Product 72,HOME,93.75,205.06,6.0,N,14812.5
152,72,West Valley,174,2026-03-31,SKU-0072,Home Product 72,HOME,93.75,205.06,6.0,N,16312.5
153,73,Draper,70,2026-04-13,SKU-0073,Sports Product 73,SPO,27.28,134.83,7.0,N,1909.6
154,74,Unknown,394,2026-03-15,SKU 0074,Toys Product 74,TOY,104.59,130.73,1.0,Y,41208.46
155,75,Salt Lake City,316,2026-04-07,SKU-0075,Sports Product 75,sports,80.23,180.3,6.0,N,25352.68
156,75,West Valley,78,2026-03-09,SKU-0075,Sports Product 75,sports,80.23,180.3,6.0,N,6257.9400000000005
157,75,South Jordan,354,2026-03-11,SKU-0075,Sports Product 75,sports,80.23,180.3,6.0,N,28401.42
158,76,South Jordan,22,2026-03-19,SKU-0076,Pet Product 76, Pet ,123.23,160.68,3.0,N,2711.06
159,77,Draper,145,2026-03-12,SKU-0077,Home Product 77,HOME,95.2,195.39,6.0,Y,13804.0
160,77,South Jordan,229,2026-04-16,SKU-0077,Home Product 77,HOME,95.2,195.39,6.0,Y,21800.8
161,77,Lehi,158,2026-03-12,SKU-0077,Home Product 77,HOME,95.2,195.39,6.0,Y,15041.6
162,78,Draper,347,2026-04-03,SKU-0078,Beauty Product 78,BEAUTY,44.31,71.75,1.0,Y,15375.570000000002
163,78,West Valley,236,2026-03-13,SKU-0078,Beauty Product 78,BEAUTY,44.31,71.75,1.0,Y,10457.16
164,79,Unknown,494,2026-04-19,SKU-0079,Beauty Product 79, Beauty ,111.97,234.02,8.0,N,55313.18
165,79,South Jordan,410,2026-03-07,SKU-0079,Beauty Product 79, Beauty ,111.97,234.02,8.0,N,45907.7
166,80,Salt Lake City,447,2026-03-03,SKU-0080,Beauty Product 80, Beauty ,91.52,84.54,1.0,Unknown,40909.44
167,80,South Jordan,52,2026-03-29,SKU-0080,Beauty Product 80, Beauty ,91.52,84.54,1.0,Unknown,4759.04
168,81,Lehi,42,2026-04-14,SKU-0081,Home Product 81, Home ,43.3,244.17,8.0,Y,1818.6
169,82,Unknown,425,2026-03-02,SKU-0082,Beauty Product 82,Beauty,84.88,243.4,6.0,Unknown,36074.0
170,82,Draper,466,2026-04-03,SKU-0082,Beauty Product 82,Beauty,84.88,243.4,6.0,Unknown,39554.08
171,83,Salt Lake City,27,2026-04-08,SKU-0083,Pet Product 83,PET,147.63,269.23,7.0,Unknown,3986.01
172,83,South Jordan,120,2026-04-26,SKU-0083,Pet Product 83,PET,147.63,269.23,7.0,Unknown,17715.6
173,84,Draper,163,2026-03-09,SKU-0084,Pet Product 84,pet,135.14,150.28,5.0,Unknown,22027.82
174,84,Salt Lake City,365,2026-03-12,SKU-0084,Pet Product 84,pet,135.14,150.28,5.0,Unknown,49326.1
175,85,Draper,19,2026-03-09,SKU-0085,Beauty Product 85,BEAUTY,139.02,163.57,4.0,Y,2641.38
176,86,Draper,229,2026-03-05,SKU-0086,Pet Product 86,Pet,129.87,81.83,6.0,Y,29740.23
178,87,Unknown,481,2026-03-29,SKU-0087,Home Product 87,home,31.4,124.17,3.0,N,15103.4
179,88,Salt Lake City,121,2026-04-28,SKU-0088,Beauty Product 88,Beauty,77.6,109.3,8.0,N,9389.6
180,88,Lehi,122,2026-03-12,SKU-0088,Beauty Product 88,Beauty,77.6,109.3,8.0,N,9467.2
181,89,South Jordan,428,2026-03-24,SKU-0089,Electronics Product 89,electronics,150.76,126.0,1.0,Unknown,64525.28
183,89,Salt Lake City,123,2026-04-13,SKU-0089,Electronics Product 89,electronics,150.76,126.0,1.0,Unknown,18543.48
184,90,Salt Lake City,123,2026-04-20,SKU-0090,Office Product 90, Office ,6.03,115.25,7.0,Unknown,741.69
185,90,West Valley,340,2026-03-29,SKU-0090,Office Product 90, Office ,6.03,115.25,7.0,Unknown,2050.2000000000003
186,91,Salt Lake City,199,2026-04-29,SKU-0091,Office Product 91,OFF,135.82,170.65,4.0,N,27028.18
187,91,Salt Lake City,325,2026-04-08,SKU-0091,Office Product 91,OFF,135.82,170.65,4.0,N,44141.5
188,92,Salt Lake City,403,2026-04-16,SKU-0092,Beauty Product 92,BEAUTY,81.27,23.27,6.0,N,32751.81
189,92,West Valley,375,2026-04-25,SKU-0092,Beauty Product 92,BEAUTY,81.27,23.27,6.0,N,30476.25
190,93,West Valley,180,2026-03-10,SKU-0093,Office Product 93,office,152.09,277.07,1.0,N,27376.2
191,93,Draper,329,2026-03-13,SKU-0093,Office Product 93,office,152.09,277.07,1.0,N,50037.61
192,93,Salt Lake City,350,2026-03-18,SKU-0093,Office Product 93,office,152.09,277.07,1.0,N,53231.5
193,94,Draper,32,2026-03-02,SKU-0094,Electronics Product 94,Electronics,117.48,53.67,8.0,N,3759.36
194,94,Unknown,234,2026-04-19,SKU-0094,Electronics Product 94,Electronics,117.48,53.67,8.0,N,27490.32
195,95,Draper,453,2026-03-03,SKU-0095,Electronics Product 95,ELECTRONICS,71.34,75.32,6.0,Y,32317.02
196,96,Unknown,417,2026-04-15,SKU-0096,Office Product 96,OFFICE,136.6,252.1,5.0,Unknown,56962.2
197,96,South Jordan,18,2026-04-19,SKU-0096,Office Product 96,OFFICE,136.6,252.1,5.0,Unknown,2458.8
198,97,West Valley,443,2026-04-14,SKU-0097,Home Product 97, Home ,8.39,168.73,6.0,N,3716.77
199,97,Salt Lake City,63,2026-04-04,SKU-0097,Home Product 97, Home ,8.39,168.73,6.0,N,528.57
200,98,South Jordan,173,2026-03-31,SKU-0098,Home Product 98,Home,136.99,285.64,4.0,Unknown,23699.27
201,98,South Jordan,354,2026-03-03,SKU-0098,Home Product 98,Home,136.99,285.64,4.0,Unknown,48494.46000000001
202,99,Lehi,217,2026-03-24,SKU-0099,Electronics Product 99,ELECT,31.67,50.97,2.0,Y,6872.39
203,99,Salt Lake City,421,2026-04-13,SKU-0099,Electronics Product 99,ELECT,31.67,50.97,2.0,Y,13333.070000000002
204,99,West Valley,164,2026-04-11,SKU-0099,Electronics Product 99,ELECT,31.67,50.97,2.0,Y,5193.88
205,100,Lehi,308,2026-04-21,SKU-0100,Beauty Product 100, Beauty ,127.41,233.57,3.0,Y,39242.28
206,100,Unknown,353,2026-04-03,SKU-0100,Beauty Product 100, Beauty ,127.41,233.57,3.0,Y,44975.73
207,100,Draper,21,2026-03-04,SKU-0100,Beauty Product 100, Beauty ,127.41,233.57,3.0,Y,2675.61
208,101,South Jordan,327,2026-03-02,SKU-0101,Home Product 101,home,173.83,45.81,1.0,Y,56842.41
209,101,Lehi,29,2026-03-22,SKU-0101,Home Product 101,home,173.83,45.81,1.0,Y,5041.070000000001
210,102,West Valley,487,2026-03-08,SKU-0102,Office Product 102, Office ,169.76,71.52,4.0,Y,82673.12
211,102,Draper,311,2026-04-03,SKU-0102,Office Product 102, Office ,169.76,71.52,4.0,Y,52795.36
212,103,Draper,34,2026-03-21,SKU-0103,Sports Product 103,SPO,145.97,241.92,1.0,Y,4962.98
213,104,West Valley,486,2026-03-24,SKU-0104,Office Product 104,OFFICE,17.07,199.55,1.0,Unknown,8296.02
214,104,South Jordan,78,2026-03-02,SKU-0104,Office Product 104,OFFICE,17.07,199.55,1.0,Unknown,1331.46
215,105,West Valley,390,2026-04-23,SKU-0105,Office Product 105, Office ,23.47,288.82,8.0,N,9153.3
216,105,South Jordan,271,2026-04-11,SKU-0105,Office Product 105, Office ,23.47,288.82,8.0,N,6360.37
217,106,Lehi,13,2026-03-31,SKU-0106,Toys Product 106, Toys ,64.54,65.2,5.0,Y,839.0200000000001
218,106,Draper,265,2026-03-27,SKU-0106,Toys Product 106, Toys ,64.54,65.2,5.0,Y,17103.100000000002
219,106,Salt Lake City,60,2026-04-15,SKU-0106,Toys Product 106, Toys ,64.54,65.2,5.0,Y,3872.400000000001
220,107,South Jordan,146,2026-03-31,SKU-0107,Pet Product 107, Pet ,81.23,223.34,5.0,Y,11859.58
221,107,Draper,102,2026-03-08,SKU-0107,Pet Product 107, Pet ,81.23,223.34,5.0,Y,8285.460000000001
222,107,Lehi,37,2026-03-05,SKU-0107,Pet Product 107, Pet ,81.23,223.34,5.0,Y,3005.51
223,108,South Jordan,349,2026-04-11,SKU-0108,Beauty Product 108,Beauty,53.81,143.48,8.0,Y,18779.69
224,108,Salt Lake City,341,2026-04-27,SKU-0108,Beauty Product 108,Beauty,53.81,143.48,8.0,Y,18349.21
225,108,South Jordan,281,2026-03-05,SKU-0108,Beauty Product 108,Beauty,53.81,143.48,8.0,Y,15120.61
226,109,Draper,406,2026-04-17,SKU-0109,Office Product 109,OFFICE,10.02,257.52,3.0,N,4068.12
227,109,Unknown,62,2026-03-12,SKU-0109,Office Product 109,OFFICE,10.02,257.52,3.0,N,621.24
228,110,Draper,404,2026-04-08,SKU-0110,Beauty Product 110,BEAUTY,144.62,112.0,5.0,Y,58426.48
229,111,West Valley,282,2026-03-06,SKU 0111,Electronics Product 111,ELECT,170.91,39.4,7.0,N,48196.62
230,111,South Jordan,44,2026-04-06,SKU 0111,Electronics Product 111,ELECT,170.91,39.4,7.0,N,7520.04
231,111,South Jordan,367,2026-03-29,SKU 0111,Electronics Product 111,ELECT,170.91,39.4,7.0,N,62723.97
232,112,South Jordan,64,2026-03-21,SKU-0112,Beauty Product 112, Beauty ,118.03,154.88,1.0,Y,7553.92
233,112,Salt Lake City,37,2026-03-19,SKU-0112,Beauty Product 112, Beauty ,118.03,154.88,1.0,Y,4367.11
234,113,West Valley,399,2026-03-25,SKU-0113,Sports Product 113,sports,75.77,84.34,6.0,N,30232.23
235,113,Draper,93,2026-04-23,SKU-0113,Sports Product 113,sports,75.77,84.34,6.0,N,7046.61
236,113,South Jordan,221,2026-03-07,SKU-0113,Sports Product 113,sports,75.77,84.34,6.0,N,16745.17
237,114,Salt Lake City,265,2026-04-21,SKU-0114,Kitchen Product 114, Kitchen ,179.41,171.86,6.0,N,47543.65
238,115,West Valley,478,2026-04-09,SKU-0115,Pet Product 115,PET,58.66,80.7,4.0,Y,28039.48
239,116,Lehi,100,2026-03-27,SKU-0116,Home Product 116,HOM,171.4,211.7,4.0,N,17140.0
240,116,Salt Lake City,140,2026-04-12,SKU-0116,Home Product 116,HOM,171.4,211.7,4.0,N,23996.0
241,116,Draper,314,2026-03-30,SKU-0116,Home Product 116,HOM,171.4,211.7,4.0,N,53819.6
242,117,Draper,337,2026-03-05,SKU-0117,Pet Product 117,PET,131.8,293.33,5.0,Y,44416.600000000006
243,117,Unknown,309,2026-03-03,SKU-0117,Pet Product 117,PET,131.8,293.33,5.0,Y,40726.2
244,117,Salt Lake City,288,2026-03-07,SKU-0117,Pet Product 117,PET,131.8,293.33,5.0,Y,37958.4
