product_id,sku,product_name,revenue,revenue_pct,cumulative_pct,abc_class
130,SKU-0130,Beauty Product 130,6539.74,0.008592449903007223,0.5434819228885781,A
137,SKU-0137,Pet Product 137,6526.81,0.008575461402356451,0.5520573842909345,A
34,SKU-0034,Office Product 34,6447.08,0.008470705551089157,0.5605280898420237,A
16,SKU-0016,Toys Product 16,6376.81,0.008378379028217559,0.5689064688702413,A
70,SKU-0070,Office Product 70,6344.84,0.008336374204876089,0.5772428430751174,A
112,SKU-0112,Beauty Product 112,6326.5199999999995,0.008312303877581258,0.5855551469526987,A
4,SKU-0004,Office Product 4,6308.79,0.00828900874095804,0.5938441556936568,A
144,SKU-0144,Pet Product 144,6225.92,0.008180127298658774,0.6020242829923156,A
37,SKU 0037,Home Product 37,6214.8,0.008165516925322611,0.6101897999176382,A
136,SKU-0136,Sports Product 136,6212.61,0.008162639522660182,0.6183524394402984,A
68,SKU-0068,Sports Product 68,6084.94,0.007994896144618098,0.6263473355849165,A
133,SKU-0133,Home Product 133,6003.759999999999,0.007888235163734129,0.6342355707486507,A
39,SKU-0039,Pet Product 39,5925.35,0.007785213637359261,0.64202078438601,A
148,SKU 0148,Beauty Product 148,5830.58,0.007660696993378307,0.6496814813793883,A
87,SKU-0087,Home Product 87,5700.46,0.00748973460322529,0.6571712159826136,A
149,SKU-0149,Home Product 149,5682.58,0.007466242384227933,0.6646374583668415,A
74,SKU 0074,Toys Product 74,5484.3099999999995,0.007205738902091144,0.6718431972689327,A
85,SKU-0085,Beauty Product 85,5386.0199999999995,0.0070765973917303986,0.6789197946606631,A
104,SKU-0104,Office Product 104,5365.62,0.0070497941888475095,0.6859695888495106,A
108,SKU-0108,Beauty Product 108,5291.61,0.006952553745447379,0.692922142594958,A
142,SKU-0142,Electronics Product 142,5161.82,0.006782024936517467,0.6997041675314755,A
100,SKU-0100,Beauty Product 100,5138.54,0.006751437752051111,0.7064556052835266,A
27,SKU-0027,Pet Product 27,5086.46,0.006683010751750088,0.7131386160352766,A
103,SKU-0103,Sports Product 103,5074.44,0.006667217884169091,0.7198058339194457,A
32,SKU-0032,Pet Product 32,5067.11,0.00665758712548617,0.7264634210449319,A
49,SKU-0049,Beauty Product 49,5046.18,0.006630087564881324,0.7330935086098133,A
2,SKU-0002,Home Product 2,5004.25,0.0065749964718970315,0.7396685050817103,A
88,SKU-0088,Beauty Product 88,4998.91,0.006567980339377687,0.746236485421088,A
118,SKU-0118,Beauty Product 118,4963.56,0.006521534593205622,0.7527580200142936,A
56,SKU-0056,Sports Product 56,4811.139999999999,0.006321272623430621,0.7590792926377242,A
15,SKU-0015,Pet Product 15,4757.04,0.006250191580491194,0.7653294842182155,A
47,SKU-0047,Office Product 47,4709.78,0.0061880974938125,0.771517581712028,A
20,SKU-0020,Electronics Product 20,4521.3099999999995,0.005940470060119452,0.7774580517721474,A
64,SKU-0064,Electronics Product 64,4453.88,0.005851874963531549,0.783309926735679,A
147,SKU-0147,Sports Product 147,4399.23,0.005780071285220278,0.7890899980208993,A
132,SKU-0132,Toys Product 132,4333.3,0.005693447012373764,0.794783445033273,A
114,SKU-0114,Kitchen Product 114,4294.6,0.00564259975984593,0.800426044793119,B
77,SKU-0077,Home Product 77,4277.62,0.0056202900350934065,0.8060463348282124,B
110,SKU-0110,Beauty Product 110,4240.65,0.0055717157992806405,0.811618050627493,B
145,SKU-0145,Toys Product 145,4123.76,0.0054181360745266735,0.8170361867020197,B
105,SKU-0105,Office Product 105,4039.2200000000003,0.005307060448461993,0.8223432471504817,B
40,SKU-0040,Office Product 40,3798.91,0.004991321346266544,0.8273345684967482,B
121,SKU-0121,Electronics Product 121,3777.7400000000002,0.004963506453863075,0.8322980749506114,B
143,SKU-0143,Pet Product 143,3773.66,0.004958145813286497,0.8372562207638978,B
42,SKU-0042,Beauty Product 42,3717.58,0.0048844632830084365,0.8421406840469062,B
146,SKU-0146,Home Product 146,3586.96,0.004712843951608288,0.8468535279985145,B
60,SKU-0060,Beauty Product 60,3582.45,0.0047069183415591785,0.8515604463400738,B
36,SKU-0036,Pet Product 36,3569.13,0.0046894174267356455,0.8562498637668094,B
138,SKU-0138,Pet Product 138,3394.5,0.004459974126763146,0.8607098378935726,B
72,SKU-0072,Home Product 72,3244.13,0.004262405616101378,0.8649722435096739,B
52,SKU-0052,Home Product 52,3243.37,0.00426140706540574,0.8692336505750797,B
78,SKU-0078,Beauty Product 78,3212.5499999999997,0.004220913206932669,0.8734545637820124,B
97,SKU-0097,Home Product 97,3195.12,0.0041980122350577295,0.8776525760170701,B
140,SKU-0140,Electronics Product 140,3113.71,0.004091049061200082,0.8817436250782702,B
116,SKU-0116,Home Product 116,2952.99,0.0038798818667227287,0.8856235069449929,B
102,SKU-0102,Office Product 102,2853.54,0.0037492162526686426,0.8893727231976616,B
54,SKU-0054,Pet Product 54,2817.54,0.0037019164828753083,0.8930746396805369,B
35,SKU-0035,Office Product 35,2774.27,0.003645064787348709,0.8967197044678856,B
59,SKU-0059,Sports Product 59,2752.17,0.003616027984225579,0.9003357324521112,B
10,SKU-0010,Beauty Product 10,2740.18,0.00360027453311941,0.9039360069852306,B
150,SKU-0150,Sports Product 150,2693.95,0.003539533745409803,0.9074755407306404,B
139,SKU-0139,Toys Product 139,2648.5,0.003479817786045719,0.9109553585166861,B
89,SKU-0089,Electronics Product 89,2646.0,0.003476533079810071,0.9144318915964962,B
55,SKU-0055,Office Product 55,2631.05,0.0034568905365208943,0.9178887821330171,B
90,SKU-0090,Office Product 90,2523.7,0.0033158452507621597,0.9212046273837792,B
65,SKU-0065,Sports Product 65,2407.82,0.003163592547327394,0.9243682199311065,B
51,SKU-0051,Electronics Product 51,2227.9700000000003,0.0029272907807348617,0.9272955107118414,B
106,SKU-0106,Toys Product 106,2202.76,0.002894167803054585,0.930189678514896,B
129,SKU-0129,Electronics Product 129,2183.31,0.0028686127885412414,0.9330582913034372,B
131,SKU-0131,Home Product 131,2068.56,0.0027178447723249883,0.9357761360757622,B
127,SKU-0127,Beauty Product 127,2021.97,0.0026566309869174485,0.9384327670626796,B
62,SKU-0062,Electronics Product 62,1960.46,0.0025758140746955597,0.9410085811373752,B
124,SKU-0124,Sports Product 124,1830.07,0.0024044969362690912,0.9434130780736443,B
94,SKU-0094,Electronics Product 94,1824.78,0.00239754649787446,0.9458106245715188,B
99,SKU-0099,Electronics Product 99,1815.3,0.002385090891828882,0.9481957154633477,B
134,SKU-0134,Pet Product 134,1781.56,0.0023407604964725734,0.9505364759598203,C
115,SKU-0115,Pet Product 115,1761.55,0.002314469707762445,0.9528509456675827,C
113,SKU-0113,Sports Product 113,1746.5900000000001,0.0022948140256483264,0.955145759693231,C
95,SKU-0095,Electronics Product 95,1730.67,0.0022738970163397186,0.9574196567095707,C
86,SKU-0086,Pet Product 86,1705.92,0.002241378424606801,0.9596610351341776,C
21,SKU-0021,Kitchen Product 21,1552.52,0.0020398288499874264,0.961700863984165,C
126,SKU-0126,Office Product 126,1543.78,0.0020283455169876003,0.9637292095011526,C
80,SKU-0080,Beauty Product 80,1434.97,0.0018853819627872477,0.9656145914639398,C
119,SKU-0119,Electronics Product 119,1423.6399999999999,0.0018704956741272896,0.9674850871380671,C
66,SKU-0066,Sports Product 66,1403.72,0.001844323134841645,0.9693294102729088,C
41,SKU-0041,Office Product 41,1376.48,0.001808532975698022,0.9711379432486068,C
53,SKU-0053,Beauty Product 53,1374.3700000000001,0.001805760683635135,0.9729437039322419,C
29,SKU-0029,Pet Product 29,1368.8,0.0017984423581421105,0.974742146290384,C
1,SKU-0001,Home Product 1,1353.0500000000002,0.0017777487088575271,0.9765198949992415,C
18,SKU-0018,Electronics Product 18,1332.98,0.001751379087197743,0.9782712740864392,C
135,SKU-0135,Kitchen Product 135,1329.23,0.0017464520278442706,0.9800177261142835,C
23,SKU-0023,Sports Product 23,1317.17,0.0017306066049635038,0.981748332719247,C
12,SKU-0012,Toys Product 12,1148.25,0.001508665574033225,0.9832569982932802,C
101,SKU-0101,Home Product 101,1137.03,0.001493923812447636,0.9847509221057278,C
14,SKU-0014,Electronics Product 14,1111.55,0.0014604460864939093,0.9862113681922217,C
24,SKU-0024,Electronics Product 24,1003.36,0.0013182971394399973,0.9875296653316616,C
26,SKU-0026,Pet Product 26,993.5199999999999,0.0013053685356964855,0.9888350338673582,C
5,SKU-0005,Toys Product 5,939.74,0.0012347079351552213,0.9900697418025134,C
33,SKU-0033,Pet Product 33,924.25,0.001214355895319145,0.9912840976978325,C
58,SKU-0058,Electronics Product 58,903.5400000000001,0.0011871453888630354,0.9924712430866955,C
111,SKU 0111,Electronics Product 111,863.69,0.0011347871714668027,0.9936060302581623,C
141,SKU-0141,Office Product 141,835.17,0.0010973152427305277,0.9947033455008928,C
92,SKU-0092,Beauty Product 92,713.47,0.0009374157431791728,0.995640761244072,C
30,SKU-0030,Beauty Product 30,684.6899999999999,0.0008996022049943904,0.9965403634490664,C
44,SKU-0044,Home Product 44,678.48,0.0008914429947050403,0.9974318064437714,C
3,SKU-0003,Beauty Product 3,605.48,0.0007955295726241125,0.9982273360163955,C
69,SKU-0069,Home Product 69,548.06,0.0007200864398037442,0.9989474224561992,C
31,SKU-0031,Home Product 31,527.8499999999999,0.000693532874594764,0.9996409553307939,C
11,SKU-0011,Kitchen Product 11,273.27,0.00035904466920623506,1.0000000000000002,C
