"order_id","order_date","customer_region","sales_channel","order_status"
1128,"2026-02-04","Midwest","Ebay","Cancelled"
1129,"2026-03-01","South","Amazon","Delivered"
1130,"2026-03-10","West","Shopify","Backordered"
1131,"2026-03-14",NULL,"Shopify","Cancelled"
1132,"2026-02-01","Midwest","Shopify","Shipped"
1133,"2026-03-25","South","Shopify","Delivered"
1134,"2026-05-08","West","Shopify","Delivered"
1135,"2026-03-17","Midwest","Shopify","Delivered"
1136,"2026-01-01","Midwest","Amazon","Shipped"
1137,"2026-03-24","West","Amazon","Delivered"
1138,"2026-03-07","East","Ebay","Delivered"
1139,"2026-03-10",NULL,"Amazon","Delivered"
1140,"2026-02-15","West","Shopify","Delivered"
1141,"2026-03-07","Midwest","Walmart","Cancelled"
1142,"2026-05-11","West","Amazon","Delivered"
1143,"2026-05-04",NULL,"Walmart","Shipped"
1144,"2026-01-03","Midwest","Shopify","Shipped"
1145,"2026-05-10","Midwest","Shopify","Delivered"
1146,"2026-03-05","South","Amazon","Shipped"
1147,"2026-01-14","East","Amazon","Shipped"
1148,"2026-01-12","West","Shopify","Cancelled"
1149,"2026-04-08","West","Shopify","Delivered"
1150,"2026-03-07","West","Amazon","Backordered"
1151,"2026-02-21",NULL,"Ebay","Shipped"
1152,"2026-04-24",NULL,"Shopify","Shipped"
1153,"2026-04-10","East","Walmart","Backordered"
1154,"2026-04-28","Midwest","Walmart","Shipped"
1155,"2026-04-10","West","Shopify","Delivered"
1156,"2026-05-09","West","Shopify","Delivered"
1157,"2026-01-24","Midwest","Shopify","Delivered"
1158,"2026-01-31","West","Shopify","Shipped"
1159,"2026-02-23","East","Shopify","Delivered"
1160,"2026-02-15","South","Shopify","Shipped"
1161,"2026-04-16",NULL,"Shopify","Delivered"
1162,"2026-05-08","West","Shopify","Backordered"
1163,"2026-02-21","South","Ebay","Shipped"
1164,"2026-02-19",NULL,"Ebay","Cancelled"
1165,"2026-01-05",NULL,"Amazon","Shipped"
1166,"2026-04-06","East","Ebay","Backordered"
1167,"2026-01-10",NULL,"Walmart","Backordered"
1168,"2026-03-21","South","Shopify","Shipped"
1169,"2026-03-31","South","Ebay","Delivered"
1170,"2026-04-25","South","Ebay","Delivered"
1171,"2026-02-16","South","Shopify","Shipped"
1172,"2026-04-29","Midwest","Amazon","Backordered"
1173,"2026-05-05","West","Amazon","Delivered"
1174,"2026-02-22","South","Ebay","Shipped"
1175,"2026-04-21","Midwest","Amazon","Shipped"
1176,"2026-01-22","Midwest","Shopify","Shipped"
1177,"2026-02-06","West","Shopify","Shipped"
1178,"2026-04-01","East","Ebay","Cancelled"
1179,"2026-01-14",NULL,"Ebay","Shipped"
1180,"2026-02-14","East","Shopify","Delivered"
1181,"2026-01-30","Midwest","Shopify","Delivered"
1182,"2026-03-11","South","Amazon","Cancelled"
1183,"2026-03-31","South","Shopify","Shipped"
1184,"2026-03-17","West","Shopify","Backordered"
1185,"2026-04-21",NULL,"Amazon","Shipped"
1186,"2026-04-10",NULL,"Shopify","Cancelled"
1187,"2026-03-29","South","Walmart","Delivered"
1188,"2026-03-03","West","Walmart","Backordered"
1189,"2026-05-06","Midwest","Amazon","Shipped"
1190,"2026-05-08","East","Amazon","Delivered"
1191,"2026-02-14","West","Amazon","Cancelled"
1192,"2026-01-05","West","Amazon","Backordered"
1193,"2026-04-26","East","Shopify","Backordered"
1194,"2026-01-25","West","Ebay","Delivered"
1195,"2026-02-23","South","Ebay","Backordered"
1196,"2026-02-26","West","Walmart","Delivered"
1197,"2026-03-17",NULL,"Shopify","Delivered"
1198,"2026-02-26","West","Shopify","Delivered"
1199,"2026-05-07","West","Amazon","Shipped"
1200,"2026-01-07","East","Walmart","Backordered"
1201,"2026-04-09","West","Walmart","Cancelled"
1202,"2026-02-22","East","Ebay","Shipped"
1203,"2026-03-30","West","Walmart","Backordered"
1204,"2026-02-15","West","Amazon","Cancelled"
1205,"2026-02-03","Midwest","Ebay","Backordered"
1206,"2026-03-14","West","Shopify","Backordered"
1207,"2026-03-30","Midwest","Ebay","Shipped"
1208,"2026-05-02",NULL,"Amazon","Cancelled"
1209,"2026-04-13","Midwest","Shopify","Delivered"
1210,"2026-05-11","South","Shopify","Delivered"
1211,"2026-03-27","Midwest","Amazon","Delivered"
1212,"2026-04-08","Midwest","Amazon","Cancelled"
1213,"2026-01-01","South","Ebay","Shipped"
1214,"2026-02-11","East","Amazon","Delivered"
1215,"2026-03-19",NULL,"Shopify","Cancelled"
1216,"2026-04-28","East","Amazon","Delivered"
1217,"2026-01-31",NULL,"Shopify","Shipped"
1218,"2026-01-31","West","Amazon","Cancelled"
1219,"2026-03-31","West","Shopify","Cancelled"
1220,"2026-02-17","West","Shopify","Backordered"
1221,"2026-01-11","Midwest","Ebay","Delivered"
1222,"2026-05-02","East","Ebay","Shipped"
1223,"2026-04-04","East","Ebay","Shipped"
1224,"2026-01-14",NULL,"Walmart","Delivered"
1225,"2026-02-21","Midwest","Shopify","Cancelled"
1226,"2026-03-19","Midwest","Shopify","Shipped"
1227,"2026-01-12","South","Ebay","Shipped"
1228,"2026-01-22","South","Amazon","Shipped"
1229,"2026-01-06","West","Walmart","Cancelled"
1230,"2026-02-24","West","Ebay","Cancelled"
1231,"2026-03-19","Midwest","Ebay","Delivered"
1232,"2026-02-21","East","Walmart","Cancelled"
1233,"2026-03-15","South","Shopify","Shipped"
1234,"2026-03-11","South","Amazon","Shipped"
1235,"2026-05-09",NULL,"Amazon","Delivered"
1236,"2026-04-06","South","Amazon","Shipped"
1237,"2026-04-10","South","Walmart","Delivered"
1238,"2026-03-08","South","Amazon","Delivered"
1239,"2026-02-04",NULL,"Shopify","Cancelled"
1240,"2026-04-29",NULL,"Ebay","Shipped"
1241,"2026-02-27","East","Shopify","Shipped"
1242,"2026-04-28","Midwest","Amazon","Delivered"
1243,"2026-03-06","Midwest","Amazon","Delivered"
1244,"2026-04-03","South","Ebay","Backordered"
1245,"2026-01-30","Midwest","Amazon","Backordered"
1246,"2026-01-20",NULL,"Walmart","Shipped"
1247,"2026-01-21",NULL,"Shopify","Backordered"
1248,"2026-01-06","Midwest","Shopify","Shipped"
1249,"2026-04-20","West","Amazon","Delivered"
1250,"2026-01-28","Midwest","Walmart","Delivered"
1251,"2026-01-22","South","Shopify","Backordered"
1252,"2026-05-05","West","Amazon","Cancelled"
1253,"2026-04-22","East","Amazon","Shipped"
1254,"2026-01-06","East","Amazon","Backordered"
1255,"2026-05-05","West","Shopify","Shipped"
1256,"2026-04-22","South","Shopify","Delivered"
1257,"2026-01-23","East","Walmart","Shipped"
1258,"2026-05-09","South","Amazon","Delivered"
1259,"2026-01-27","West","Shopify","Shipped"
1260,"2026-01-02","South","Walmart","Shipped"
1261,"2026-04-24",NULL,"Amazon","Shipped"
1262,"2026-01-15",NULL,"Shopify","Shipped"
1263,"2026-02-20","West","Amazon","Cancelled"
1264,"2026-01-29","South","Amazon","Shipped"
1265,"2026-03-05","West","Ebay","Delivered"
1266,"2026-04-12","Midwest","Amazon","Cancelled"
1267,"2026-04-05","Midwest","Amazon","Delivered"
1268,"2026-01-08","West","Shopify","Shipped"
1269,"2026-04-25","South","Shopify","Shipped"
1270,"2026-02-12","West","Amazon","Shipped"
1271,"2026-03-24","West","Amazon","Backordered"
1272,"2026-01-15","West","Walmart","Cancelled"
1273,"2026-03-10","Midwest","Ebay","Delivered"
1274,"2026-04-26","Midwest","Amazon","Delivered"
1275,"2026-03-13","West","Shopify","Backordered"
1276,"2026-05-06","West","Amazon","Backordered"
1277,"2026-02-15","West","Amazon","Shipped"
1278,"2026-04-12","West","Ebay","Delivered"
1279,"2026-04-21","West","Ebay","Backordered"
1280,"2026-03-21",NULL,"Shopify","Delivered"
1281,"2026-01-14","East","Amazon","Cancelled"
1282,"2026-04-24","West","Ebay","Delivered"
1283,"2026-02-19",NULL,"Shopify","Delivered"
1284,"2026-03-21","South","Ebay","Delivered"
1285,"2026-03-26","Midwest","Amazon","Shipped"
1286,"2026-04-13","South","Amazon","Shipped"
1287,"2026-02-20","East","Ebay","Shipped"
1288,"2026-03-20","South","Shopify","Backordered"
1289,"2026-03-17","East","Ebay","Shipped"
1290,"2026-05-11","West","Shopify","Backordered"
1291,"2026-04-07","South","Shopify","Delivered"
1292,"2026-04-08","Midwest","Shopify","Delivered"
1293,"2026-03-06",NULL,"Shopify","Cancelled"
1294,"2026-02-08","East","Shopify","Backordered"
1295,"2026-02-05","South","Shopify","Delivered"
1296,"2026-01-06","East","Amazon","Delivered"
1297,"2026-01-27","East","Amazon","Shipped"
1298,"2026-04-05","East","Amazon","Delivered"
1299,"2026-04-28","West","Shopify","Cancelled"
1300,"2026-01-11","South","Amazon","Shipped"
1301,"2026-04-16","South","Amazon","Delivered"
1302,"2026-03-29","East","Walmart","Shipped"
1303,"2026-01-20",NULL,"Amazon","Shipped"
1304,"2026-03-03","West","Amazon","Shipped"
1305,"2026-04-02","West","Shopify","Cancelled"
1306,"2026-01-27","West","Amazon","Shipped"
1307,"2026-05-11","East","Shopify","Shipped"
1308,"2026-05-08","East","Shopify","Cancelled"
1309,"2026-02-22",NULL,"Amazon","Delivered"
1310,"2026-02-14","East","Amazon","Delivered"
1311,"2026-05-04","Midwest","Ebay","Delivered"
1312,"2026-03-27","Midwest","Shopify","Shipped"
1313,"2026-02-01","East","Amazon","Backordered"
1314,"2026-04-03",NULL,"Shopify","Shipped"
1315,"2026-01-24","Midwest","Shopify","Shipped"
1316,"2026-01-18","West","Walmart","Shipped"
1317,"2026-03-17","West","Walmart","Delivered"
1318,"2026-03-10","South","Walmart","Backordered"
1319,"2026-04-26",NULL,"Shopify","Delivered"
1320,"2026-05-10","Midwest","Shopify","Delivered"
1321,"2026-04-22","East","Amazon","Shipped"
1322,"2026-04-22","South","Shopify","Shipped"
1323,"2026-01-01","West","Amazon","Cancelled"
1324,"2026-04-28","South","Shopify","Cancelled"
1325,"2026-02-01","West","Shopify","Cancelled"
1326,"2026-04-11",NULL,"Walmart","Cancelled"
1327,"2026-05-04","East","Shopify","Cancelled"
1328,"2026-02-13","South","Amazon","Delivered"
1329,"2026-04-08",NULL,"Shopify","Cancelled"
1330,"2026-02-02","West","Ebay","Delivered"
1331,"2026-02-01","West","Shopify","Delivered"
1332,"2026-03-17","Midwest","Amazon","Shipped"
1333,"2026-02-25","South","Ebay","Delivered"
1334,"2026-02-19","West","Ebay","Shipped"
1335,"2026-01-23","South","Ebay","Cancelled"
1336,"2026-03-11","West","Amazon","Delivered"
1337,"2026-04-18","East","Walmart","Shipped"
1338,"2026-05-11","Midwest","Shopify","Shipped"
1339,"2026-01-29","East","Shopify","Cancelled"
1340,"2026-04-11",NULL,"Ebay","Shipped"
1341,"2026-04-01","Midwest","Amazon","Delivered"
1342,"2026-04-01","West","Walmart","Shipped"
1343,"2026-04-13",NULL,"Shopify","Delivered"
1344,"2026-03-13",NULL,"Ebay","Delivered"
1345,"2026-01-05","West","Shopify","Delivered"
1346,"2026-01-29","South","Ebay","Cancelled"
1347,"2026-03-06","South","Ebay","Backordered"
1348,"2026-02-18","Midwest","Shopify","Shipped"
1349,"2026-03-30",NULL,"Walmart","Cancelled"
1350,"2026-05-07","West","Amazon","Shipped"
1351,"2026-02-25","West","Shopify","Delivered"
1352,"2026-03-30","South","Amazon","Shipped"
1353,"2026-03-07","West","Shopify","Shipped"
1354,"2026-02-15","Midwest","Amazon","Shipped"
1355,"2026-01-26","West","Walmart","Backordered"
1356,"2026-02-21","West","Walmart","Shipped"
1357,"2026-02-27",NULL,"Walmart","Shipped"
1358,"2026-02-08","West","Walmart","Shipped"
1359,"2026-01-29",NULL,"Walmart","Delivered"
1360,"2026-05-08","Midwest","Amazon","Delivered"
1361,"2026-03-31","South","Shopify","Cancelled"
1362,"2026-02-10","South","Shopify","Delivered"
1363,"2026-01-29",NULL,"Amazon","Shipped"
1364,"2026-04-19","West","Ebay","Shipped"
1365,"2026-03-03","West","Shopify","Cancelled"
1366,"2026-05-04","South","Amazon","Delivered"
1367,"2026-03-26","West","Shopify","Backordered"
1368,"2026-03-01",NULL,"Shopify","Shipped"
1369,"2026-05-08","East","Amazon","Delivered"
1370,"2026-02-05","Midwest","Amazon","Delivered"
1371,"2026-05-10",NULL,"Ebay","Backordered"
1372,"2026-04-29","South","Amazon","Shipped"
1373,"2026-03-23","West","Amazon","Delivered"
1374,"2026-01-14","South","Walmart","Delivered"
1375,"2026-03-23","Midwest","Shopify","Delivered"
1376,"2026-02-12","East","Walmart","Delivered"
1377,"2026-02-15","South","Walmart","Backordered"
1378,"2026-01-26","West","Walmart","Shipped"
1379,"2026-04-16",NULL,"Shopify","Shipped"
1380,"2026-04-11",NULL,"Amazon","Shipped"
1381,"2026-04-22","West","Shopify","Delivered"
1382,"2026-01-14","East","Amazon","Cancelled"
1383,"2026-01-26","Midwest","Amazon","Backordered"
1384,"2026-01-09","South","Ebay","Delivered"
1385,"2026-03-17","Midwest","Shopify","Backordered"
1386,"2026-04-09","West","Shopify","Backordered"
1387,"2026-04-06","West","Ebay","Shipped"
1388,"2026-02-24","West","Shopify","Delivered"
1389,"2026-01-06",NULL,"Amazon","Cancelled"
1390,"2026-03-23","West","Walmart","Cancelled"
1391,"2026-01-02","South","Amazon","Shipped"
1392,"2026-04-28","South","Shopify","Delivered"
1393,"2026-03-04",NULL,"Shopify","Shipped"
1394,"2026-04-27","West","Shopify","Shipped"
1395,"2026-02-12","West","Ebay","Shipped"
1396,"2026-03-09","West","Amazon","Delivered"
1397,"2026-04-21","West","Shopify","Delivered"
1398,"2026-03-10","East","Shopify","Backordered"
1399,"2026-04-27",NULL,"Amazon","Shipped"
1400,"2026-01-26","South","Shopify","Cancelled"
1401,"2026-02-22","East","Amazon","Shipped"
1402,"2026-01-03","East","Shopify","Backordered"
1403,"2026-03-11","East","Shopify","Shipped"
1404,"2026-04-17","South","Shopify","Delivered"
1405,"2026-01-08","Midwest","Amazon","Delivered"
1406,"2026-04-14","Midwest","Amazon","Shipped"
1407,"2026-02-21","West","Amazon","Delivered"
1408,"2026-03-08","Midwest","Shopify","Delivered"
1409,"2026-05-03",NULL,"Ebay","Cancelled"
1410,"2026-01-28","Midwest","Walmart","Backordered"
1411,"2026-04-02","East","Amazon","Delivered"
1412,"2026-05-10","South","Amazon","Shipped"
1413,"2026-01-27","Midwest","Shopify","Shipped"
1414,"2026-02-19","West","Amazon","Delivered"
1415,"2026-02-23","West","Walmart","Delivered"
1416,"2026-04-02","South","Shopify","Delivered"
1417,"2026-01-08","Midwest","Ebay","Delivered"
1418,"2026-03-11","West","Amazon","Shipped"
1419,"2026-05-04","Midwest","Walmart","Delivered"
1420,"2026-01-03",NULL,"Walmart","Shipped"
1421,"2026-02-03","Midwest","Walmart","Delivered"
1422,"2026-03-16","West","Shopify","Shipped"
1423,"2026-01-06","South","Amazon","Backordered"
1424,"2026-01-09","West","Ebay","Delivered"
1425,"2026-04-08","East","Shopify","Backordered"
1426,"2026-01-04","West","Ebay","Delivered"
1427,"2026-03-08","East","Shopify","Backordered"
1428,"2026-04-01","West","Shopify","Delivered"
1429,"2026-03-25","South","Ebay","Delivered"
1430,"2026-05-09","West","Shopify","Delivered"
1431,"2026-04-01","West","Amazon","Delivered"
1432,"2026-02-16","East","Amazon","Backordered"
1433,"2026-04-10","East","Ebay","Backordered"
1434,"2026-01-02","South","Amazon","Delivered"
1435,"2026-03-14","South","Amazon","Shipped"
1436,"2026-05-06","East","Ebay","Delivered"
1437,"2026-03-25","South","Amazon","Shipped"
1438,"2026-05-01","East","Walmart","Shipped"
1439,"2026-05-05","Midwest","Shopify","Backordered"
1440,"2026-05-06",NULL,"Walmart","Delivered"
1441,"2026-01-14",NULL,"Walmart","Cancelled"
1442,"2026-03-26","West","Amazon","Shipped"
1443,"2026-04-12","South","Shopify","Shipped"
1444,"2026-01-09","West","Shopify","Cancelled"
1445,"2026-04-19","West","Shopify","Delivered"
1446,"2026-01-28","West","Shopify","Backordered"
1447,"2026-02-13","West","Walmart","Shipped"
1448,"2026-04-15",NULL,"Ebay","Delivered"
1449,"2026-01-04",NULL,"Amazon","Shipped"
1450,"2026-04-18","South","Amazon","Backordered"
