order_item_id,order_id,product_id,quantity,unit_price,discount_amount
114,1046,31,1,35.19,0
115,1046,103,2,241.92,0
116,1046,80,6,84.54,2.21
117,1047,39,1,129.3,0
118,1047,60,6,115.8,0
119,1048,72,2,205.06,0
120,1048,134,7,26.36,0
121,1049,75,5,180.3,12.91
122,1049,84,6,150.28,0
123,1050,138,6,106.5,0
124,1051,64,6,247.73,0
125,1052,32,1,221.16,0
126,1052,34,4,222.79,0
127,1053,85,2,163.57,1.6
128,1054,71,5,277.42,0
129,1054,9,4,235.32,10.06
130,1055,92,8,23.27,8.62
131,1055,89,6,126.0,0
132,1055,7,6,292.34,0
133,1055,72,1,205.06,12.32
134,1056,148,7,124.32,0
135,1056,46,4,219.11,0
136,1057,15,4,198.21,0
137,1058,29,6,33.25,0
138,1058,102,2,71.52,0
139,1059,97,5,168.73,0
140,1059,33,3,42.63,11.2
141,1060,61,6,293.22,0
142,1061,99,8,50.97,0
143,1062,82,5,243.4,0
144,1063,112,3,154.88,0
145,1063,53,4,73.03,0
146,1064,76,8,160.68,0
147,1065,102,8,71.52,0
148,1065,24,7,20.55,3.59
149,1065,95,3,75.32,0
150,1066,59,1,213.38,12.46
151,1066,138,8,106.5,0
152,1066,122,5,151.15,0
153,1066,129,3,95.57,2.68
154,1067,82,2,243.4,2.22
155,1067,142,6,192.45,12.99
156,1067,4,7,94.28,0
157,1068,68,7,138.85,10.17
158,1068,10,3,144.22,0
159,1068,103,1,241.92,0
160,1068,61,1,293.22,0
161,1069,126,2,32.17,0
162,1069,35,5,46.14,14.64
163,1069,83,5,269.23,0
164,1070,135,1,41.03,0
165,1070,15,4,198.21,0
166,1071,46,8,219.11,0
167,1071,89,3,126.0,0
168,1071,24,5,20.55,0
169,1071,42,4,169.53,0
170,1072,58,5,57.21,0
171,1073,150,2,100.09,0
172,1073,144,5,194.56,0
173,1073,124,2,48.76,0
174,1073,84,5,150.28,0
175,1074,76,5,160.68,13.7
176,1074,100,1,233.57,0
177,1074,88,4,109.3,10.61
178,1074,92,5,23.27,0
179,1075,108,6,143.48,0
180,1075,119,2,27.97,0
181,1075,121,4,151.43,8.01
182,1076,47,2,100.5,0
183,1076,81,1,244.17,0
184,1076,54,3,256.14,0
185,1077,96,1,252.1,0
186,1077,5,1,59.31,0
187,1078,134,6,26.36,0
188,1078,88,8,109.3,0
189,1078,43,7,277.03,0
190,1078,34,4,222.79,0
191,1079,13,2,236.16,6.83
192,1080,36,7,94.39,0
193,1080,131,2,57.46,0
194,1080,128,4,143.39,0
195,1081,23,2,58.56,12.69
196,1082,45,1,184.44,0
197,1083,12,1,61.57,0
198,1084,117,5,293.33,12.7
199,1084,108,3,143.48,0
200,1084,41,2,153.7,6.82
201,1084,146,8,199.6,3.54
202,1085,17,5,299.3,0
203,1086,124,6,48.76,10.29
204,1086,39,1,129.3,0
205,1087,141,7,15.33,0
206,1087,21,8,60.07,7.22
207,1088,24,5,20.55,0
208,1089,94,8,53.67,0
209,1089,1,6,84.79,0
210,1089,141,6,15.33,0
211,1089,43,8,277.03,2.97
212,1090,12,2,61.57,11.81
213,1090,118,3,241.69,0
214,1090,142,7,192.45,12.74
215,1090,131,3,57.46,0
216,1091,116,3,211.7,0
217,1091,141,6,15.33,0
218,1091,52,4,59.3,0
219,1092,30,6,35.23,8.87
220,1092,137,5,181.82,13.28
221,1092,4,2,94.28,0
222,1093,139,1,156.21,6.02
223,1093,27,4,165.39,11.39
224,1094,52,8,59.3,0
225,1094,140,4,86.93,0
226,1094,76,8,160.68,0
227,1095,120,3,229.55,0
228,1095,14,5,33.86,0
229,1095,19,6,298.89,0
230,1096,93,5,277.07,4.06
231,1096,144,1,194.56,0
232,1096,115,4,80.7,0
233,1097,125,1,273.92,0
234,1097,83,2,269.23,0
235,1097,138,1,106.5,0
236,1097,55,7,110.06,0
237,1098,19,1,298.89,0
238,1099,31,1,35.19,0
239,1099,150,1,100.09,0
240,1099,92,2,23.27,0
241,1099,23,5,58.56,11.71
242,1100,3,3,22.56,0
243,1100,147,7,133.41,0
244,1100,79,4,234.02,0
245,1101,141,8,15.33,0
246,1102,26,5,166.82,0
247,1102,82,8,243.4,0
248,1103,71,6,277.42,0
249,1103,123,8,210.64,0
250,1103,125,2,273.92,0
251,1103,72,3,205.06,0
252,1104,140,8,86.93,0
253,1104,94,7,53.67,0
254,1104,35,8,46.14,0
255,1105,124,6,48.76,1.57
256,1105,60,2,115.8,0
257,1106,134,5,26.36,0
258,1107,91,6,170.65,7.82
259,1107,2,3,135.25,0
260,1107,20,5,168.04,0
261,1107,41,6,153.7,0
262,1108,6,4,256.54,0
263,1108,35,1,46.14,0
264,1108,15,3,198.21,0
265,1108,133,7,214.42,0
266,1109,131,5,57.46,0
267,1109,117,2,293.33,4.22
268,1110,137,2,181.82,0
269,1111,59,8,201.6,0
270,1111,109,3,257.52,0
271,1111,22,5,159.69,9.38
272,1111,66,4,94.55,0
273,1112,81,7,244.17,0
274,1112,110,5,112.0,4.66
275,1113,65,5,203.11,9.09
276,1113,36,2,94.39,11.47
277,1113,42,2,169.53,4.0
278,1113,87,1,124.17,0
279,1114,103,5,241.92,0
280,1114,45,8,184.44,0
281,1114,133,5,214.42,0
282,1114,44,1,34.37,0
283,1115,24,5,20.55,0
284,1116,129,5,95.57,0
285,1117,8,8,118.07,0
286,1117,98,4,285.64,0
287,1117,81,7,244.17,0
288,1117,68,4,138.85,5.02
289,1118,128,4,143.39,0
290,1118,68,4,138.85,0
291,1119,81,8,244.17,0
292,1119,126,3,32.17,0
293,1119,102,4,71.52,0
294,1120,81,1,244.17,0
295,1120,98,2,285.64,0
296,1120,48,5,299.56,4.32
297,1120,88,6,109.3,3.57
298,1121,70,4,244.86,8.77
299,1122,102,2,71.52,0
300,1123,86,5,81.83,0
301,1123,89,1,126.0,0
302,1123,51,3,204.07,0
303,1123,91,6,170.65,10.42
304,1124,19,2,298.89,0
305,1124,81,6,244.17,0
306,1124,102,5,71.52,0
307,1124,134,8,26.36,0
308,1125,122,1,151.15,1.37
309,1126,33,3,42.63,0
310,1126,8,1,118.07,0
311,1126,122,8,151.15,0
312,1126,141,8,15.33,0
313,1127,23,8,58.56,5.31
314,1127,67,3,291.56,0
315,1128,126,8,32.17,5.19
316,1129,106,7,65.2,0
317,1129,100,7,233.57,0
318,1130,35,5,46.14,2.54
319,1130,116,5,211.7,10.81
320,1131,3,4,22.56,0
321,1131,127,4,38.14,0
322,1131,128,6,143.39,0
323,1131,85,2,163.57,0
324,1132,64,1,247.73,0
325,1132,134,4,26.36,0
326,1132,83,3,269.23,0
327,1132,141,2,15.33,0
328,1133,102,4,71.52,0
329,1134,16,1,168.61,0
330,1134,138,2,106.5,0
331,1134,82,6,243.4,12.28
332,1135,146,3,199.6,0
333,1135,120,5,229.55,0
334,1136,5,6,59.31,0
335,1136,83,2,269.23,10.22
336,1137,12,3,61.57,0
337,1138,4,4,94.28,0
338,1139,78,2,71.75,0
339,1140,28,6,206.43,10.44
340,1140,27,3,165.39,12.09
341,1140,130,6,193.14,10.21
342,1140,91,6,170.65,0
343,1141,1,1,84.79,0
344,1141,133,3,214.42,0
345,1141,2,5,135.25,0
346,1141,81,1,244.17,0
347,1142,25,1,265.23,0
348,1142,36,5,94.39,0
349,1143,77,1,195.39,11.23
350,1144,79,1,234.02,0
351,1145,101,3,45.81,0
352,1145,122,1,151.15,0
353,1145,22,7,159.69,0
354,1146,83,2,269.23,2.58
355,1146,109,6,257.52,0
356,1146,89,1,126.0,0
357,1146,90,8,115.25,9.72
358,1147,4,6,94.28,0
359,1147,79,8,234.02,0
360,1147,54,4,256.14,0
361,1148,52,5,59.3,0
362,1148,18,7,60.59,0
363,1148,28,1,206.43,5.09
364,1149,125,2,273.92,3.61
365,1149,144,1,194.56,0
366,1149,86,8,81.83,0
367,1150,58,3,57.21,5.79
368,1150,36,2,94.39,0
369,1150,107,4,223.34,9.02
370,1151,111,3,39.4,0
371,1151,82,2,243.4,0
372,1152,39,4,129.3,0
373,1152,7,5,292.34,0
374,1152,60,4,115.8,0
375,1153,50,4,252.62,0
376,1153,70,7,244.86,0
377,1154,98,6,285.64,0
378,1155,75,8,180.3,0
379,1155,74,8,130.73,0
380,1156,101,7,45.81,0
381,1156,46,8,219.11,0
382,1157,22,7,159.69,0
383,1157,97,7,168.73,0
384,1157,86,3,81.83,0
385,1158,4,8,94.28,7.97
386,1158,140,1,86.93,9.51
387,1158,61,4,293.22,9.24
388,1159,90,1,115.25,0
389,1160,117,6,293.33,0
390,1160,77,6,195.39,6.16
391,1161,15,2,198.21,0
392,1161,124,5,48.76,0
393,1162,75,4,180.3,0
394,1162,120,2,229.55,0
395,1163,79,5,234.02,0
396,1164,122,1,151.15,10.04
397,1164,40,8,90.58,0
398,1164,119,7,27.97,0
399,1164,134,5,26.36,0
400,1165,91,2,170.65,0
401,1165,8,6,118.07,0
402,1165,147,7,133.41,0
403,1166,45,2,184.44,0
404,1166,52,2,59.3,0
405,1166,124,3,48.76,3.66
406,1167,2,5,135.25,0
407,1168,50,5,252.62,0
408,1168,113,2,84.34,0
409,1169,73,4,134.83,0
410,1169,87,8,124.17,0
411,1170,51,2,204.07,14.63
412,1170,146,3,199.6,2.3
413,1170,25,8,265.23,5.35
414,1171,117,8,293.33,1.42
415,1171,29,6,33.25,0
416,1171,73,6,134.83,0
417,1172,63,3,214.86,14.63
418,1172,17,6,299.3,3.92
419,1173,84,2,150.28,0
420,1173,79,7,234.02,0
421,1173,98,6,285.64,0
422,1173,24,4,20.55,0
423,1174,112,6,154.88,0
424,1174,131,7,57.46,0
425,1174,16,6,168.61,0
426,1175,98,7,285.64,0
427,1175,45,8,184.44,2.95
428,1175,93,7,277.07,0
429,1176,109,3,257.52,7.36
430,1176,142,8,192.45,0
431,1176,48,7,299.56,9.46
432,1176,61,5,293.22,0
433,1177,120,2,229.55,0
434,1177,63,8,214.86,0
435,1177,139,5,156.21,0
436,1178,78,5,71.75,1.86
437,1179,74,8,130.73,0
438,1180,95,3,75.32,0
439,1180,125,3,273.92,0
440,1180,88,2,109.3,0
441,1180,127,7,38.14,0
442,1181,122,5,151.15,0
443,1181,98,7,285.64,0
444,1181,136,7,230.54,1.17
445,1181,98,6,285.64,0
446,1182,119,4,27.97,0
447,1182,134,6,26.36,0
448,1182,81,1,244.17,0
449,1182,4,7,94.28,0
450,1183,50,1,252.62,0
451,1183,15,4,198.21,0
452,1183,31,2,35.19,0
453,1184,71,7,277.42,0
454,1184,66,3,94.55,0
455,1184,16,7,168.61,0
456,1184,67,5,291.56,0
457,1185,114,5,171.86,0
458,1186,101,1,45.81,8.22
459,1186,123,7,210.64,0
460,1186,139,4,156.21,1.05
461,1187,46,1,219.11,0
462,1187,77,7,195.39,0
463,1188,128,8,143.39,0
464,1188,10,6,144.22,0
465,1188,104,2,199.55,3.96
466,1189,63,3,214.86,0
467,1190,52,7,59.3,5.72
468,1191,37,7,258.95,0
469,1191,142,3,192.45,0
470,1191,35,2,46.14,12.07
471,1192,46,2,219.11,0
472,1193,47,8,100.5,0
473,1194,119,4,27.97,0
474,1194,29,3,33.25,10.59
475,1195,12,2,61.57,0
476,1195,41,1,153.7,0
477,1195,19,4,298.89,0
478,1195,108,4,143.48,0
479,1196,14,7,33.86,3.03
480,1196,46,7,219.11,6.23
481,1196,50,6,252.62,0
482,1196,86,3,81.83,0
483,1197,148,4,124.32,2.21
484,1197,56,8,172.23,0
485,1198,107,1,223.34,1.56
486,1199,105,4,288.82,0
487,1200,48,6,299.56,0
488,1200,19,7,298.89,0
489,1200,136,1,230.54,0
490,1200,139,4,156.21,0
491,1201,94,6,53.67,0
492,1202,123,4,210.64,0
493,1203,121,5,151.43,0
494,1204,71,2,277.42,10.76
495,1204,39,4,129.3,0
496,1205,6,5,256.54,0
497,1205,60,6,115.8,0
498,1205,84,8,150.28,9.31
499,1205,118,5,150.47,0
500,1206,138,5,106.5,0
501,1206,40,3,90.58,0
502,1207,137,5,181.82,0
503,1207,104,8,199.55,11.76
504,1208,145,8,172.39,0
505,1208,123,1,210.64,0
506,1209,24,6,20.55,0
507,1209,150,4,100.09,0
508,1209,51,1,204.07,2.17
509,1210,38,7,256.88,0
510,1210,4,5,94.28,0
511,1210,115,2,80.7,4.02
512,1210,107,8,223.34,5.04
513,1211,2,7,135.25,0
514,1212,78,5,71.75,7.92
515,1213,32,5,221.16,6.84
516,1213,63,1,214.86,0
517,1213,127,2,38.14,0
518,1213,149,8,258.51,0
519,1214,119,3,27.97,0
520,1214,70,6,244.86,0
521,1214,13,5,236.16,0
522,1215,25,6,265.23,0
523,1215,36,5,94.39,6.22
524,1215,106,6,65.2,0
525,1216,123,6,210.64,0
526,1217,59,5,48.83,0
527,1217,109,2,257.52,2.09
528,1218,3,2,22.56,0
529,1218,52,3,59.3,0
530,1218,24,3,20.55,0
531,1219,130,2,193.14,0
532,1219,136,4,230.54,0
533,1220,91,7,170.65,0
534,1220,105,2,288.82,0
535,1221,99,5,50.97,0
536,1222,126,2,32.17,0
537,1223,32,4,221.16,12.73
538,1223,72,5,205.06,11.59
539,1223,92,8,23.27,10.33
540,1223,125,5,273.92,3.06
541,1224,46,7,219.11,0
542,1225,130,5,193.14,0
543,1225,9,7,235.32,0
544,1225,99,8,50.97,5.4
545,1225,114,8,171.86,0
546,1226,35,5,46.14,11.02
547,1226,29,8,33.25,10.24
548,1226,122,3,151.15,8.09
549,1226,68,8,138.85,9.27
550,1227,88,7,109.3,0
551,1228,87,3,124.17,0
552,1229,83,2,269.23,0
553,1229,53,6,73.03,0
554,1229,43,5,277.03,6.09
555,1229,52,8,59.3,0
556,1230,147,7,133.41,0
557,1230,149,2,258.51,0
558,1230,18,8,60.59,0
559,1231,52,7,59.3,6.63
560,1231,141,3,15.33,0
561,1231,148,8,124.32,3.98
562,1232,39,5,129.3,12.82
563,1232,82,2,243.4,9.87
564,1233,104,4,199.55,0
565,1233,8,4,118.07,0
566,1234,141,3,15.33,0
567,1234,125,1,273.92,0
568,1234,81,5,244.17,13.14
569,1235,128,2,143.39,0
570,1235,81,6,244.17,12.65
571,1235,61,7,293.22,0
572,1236,122,4,151.15,0
573,1236,93,8,277.07,0
574,1236,6,1,256.54,0
575,1236,62,5,109.67,0
576,1237,24,4,20.55,0
577,1237,113,6,84.34,13.31
578,1237,9,5,235.32,13.13
579,1238,141,6,15.33,0
580,1238,14,3,33.86,0
581,1238,1,7,84.79,0
582,1238,81,2,244.17,0
583,1239,73,4,134.83,0
584,1239,47,7,100.5,0
585,1239,6,1,256.54,0
586,1240,13,7,236.16,0
587,1240,39,2,129.3,0
588,1241,74,8,130.73,6.35
589,1241,53,4,73.03,0
590,1241,49,7,280.98,0
591,1242,83,7,269.23,10.62
592,1242,109,5,257.52,0
593,1243,102,6,71.52,0
594,1243,149,3,258.51,4.64
595,1243,87,8,124.17,0
596,1244,133,6,214.42,0
597,1244,81,8,244.17,0
598,1244,143,8,171.53,0
599,1245,144,8,194.56,0
600,1245,38,2,256.88,0
601,1245,73,3,134.83,0
602,1246,85,1,163.57,0
603,1247,117,5,293.33,0
604,1247,85,1,163.57,10.19
605,1247,84,3,150.28,0
606,1247,73,6,134.83,0
607,1248,73,3,134.83,2.69
608,1248,111,5,39.4,0
609,1248,92,2,23.27,0
610,1248,126,8,32.17,13.4
611,1249,119,4,27.97,0
612,1249,127,2,38.14,5.07
613,1249,21,8,60.07,0
614,1250,119,5,27.97,0
615,1251,117,8,293.33,0
616,1251,88,3,109.3,0
617,1251,67,2,291.56,0
618,1252,102,5,71.52,0
619,1252,4,4,94.28,0
620,1252,49,1,280.98,0
621,1253,78,8,71.75,3.07
622,1254,76,7,160.68,0
623,1254,27,7,165.39,14.71
624,1255,109,6,257.52,0
625,1256,121,6,151.43,0
626,1256,87,8,124.17,0
627,1257,52,3,59.3,0
628,1257,107,8,223.34,0
629,1258,30,4,35.23,0
630,1258,125,5,273.92,0
631,1258,12,5,61.57,0
632,1258,13,8,236.16,0
633,1259,93,3,277.07,11.2
634,1259,130,8,193.14,0
635,1260,130,3,193.14,0
636,1260,107,6,223.34,0
637,1260,39,7,129.3,0
638,1261,22,6,159.69,0
639,1262,108,7,143.48,0
640,1262,81,6,244.17,0
641,1262,136,3,230.54,10.8
642,1263,100,3,233.57,0
643,1263,55,2,110.06,0
644,1263,134,6,26.36,0
645,1264,130,6,193.14,0
646,1264,115,5,80.7,0
647,1264,117,6,293.33,0
648,1265,93,8,277.07,2.37
649,1265,106,2,65.2,2.29
650,1266,113,8,84.34,11.24
651,1266,42,3,169.53,8.08
652,1266,118,3,242.65,0
653,1266,55,8,110.06,0
654,1267,31,6,35.19,0
655,1268,13,5,236.16,0
656,1268,47,8,100.5,0
657,1268,18,1,60.59,0
658,1268,145,8,172.39,13.6
659,1269,105,7,288.82,4.26
660,1270,144,2,194.56,0
661,1270,50,1,252.62,0
662,1270,122,1,151.15,0
663,1271,6,6,256.54,7.12
664,1271,7,6,292.34,0
665,1271,30,2,35.23,0
666,1271,37,3,258.95,0
667,1272,37,7,258.95,0
668,1272,97,2,168.73,0
669,1272,61,8,293.22,8.12
670,1273,17,8,299.3,0
671,1273,5,5,59.31,0
672,1273,64,3,247.73,5.26
673,1273,115,2,80.7,0
674,1274,43,1,277.03,1.84
675,1274,70,5,244.86,12.75
676,1274,90,4,115.25,0
677,1275,88,5,109.3,14.71
678,1275,70,4,244.86,0
679,1275,88,4,109.3,0
680,1276,138,1,106.5,13.5
681,1277,95,4,75.32,0
682,1277,6,5,256.54,0
683,1277,50,2,252.62,0
684,1277,57,4,266.69,0
685,1278,44,4,34.37,0
686,1278,17,3,299.3,0
687,1278,67,4,291.56,0
688,1278,50,1,252.62,0
689,1279,127,6,38.14,0
690,1279,58,1,57.21,4.89
691,1279,137,8,181.82,5.43
692,1279,50,6,252.62,0
693,1280,8,8,118.07,0
694,1281,113,2,84.34,0
695,1282,17,2,299.3,0
696,1282,76,7,160.68,6.62
697,1282,60,1,115.8,7.35
698,1282,110,2,112.0,0
699,1283,91,7,170.65,7.74
700,1283,48,4,299.56,0
701,1283,16,3,168.61,5.36
702,1284,3,3,22.56,0
703,1284,109,6,257.52,0
704,1284,52,2,59.3,5.78
705,1285,127,4,38.14,0
706,1286,19,6,298.89,0
707,1287,68,3,138.85,0
708,1287,46,4,219.11,0
709,1288,44,7,34.37,0
710,1288,31,3,35.19,0
711,1288,49,4,280.98,0
712,1289,72,3,205.06,12.92
713,1290,128,8,143.39,0
714,1290,135,8,41.03,11.02
715,1290,122,5,151.15,0
716,1291,141,2,15.33,0
717,1291,76,8,160.68,0
718,1291,150,1,100.09,0
719,1292,68,2,138.85,0
720,1292,76,2,160.68,0
721,1293,49,3,280.98,0
722,1293,3,5,22.56,0
723,1293,104,7,199.55,0
724,1294,122,4,151.15,8.22
725,1294,119,6,27.97,0
726,1295,128,6,143.39,5.76
727,1296,85,7,163.57,0
728,1296,101,2,45.81,0
729,1297,126,1,32.17,0
730,1298,106,7,65.2,0
731,1298,34,7,222.79,0
732,1298,100,4,233.57,0
733,1299,115,2,80.7,0
734,1299,135,6,41.03,13.74
735,1300,89,5,126.0,0
736,1300,107,4,223.34,3.51
737,1300,118,7,229.49,0
738,1300,101,1,45.81,0
739,1301,27,6,165.39,0
740,1302,10,1,144.22,0
741,1302,84,8,150.28,0
742,1302,22,4,159.69,10.99
743,1302,36,8,94.39,0
744,1303,40,8,90.58,0
745,1303,9,4,235.32,0
746,1303,134,2,26.36,0
747,1304,8,1,118.07,0
748,1304,17,4,299.3,0
749,1304,43,3,277.03,0
750,1304,84,6,150.28,0
751,1305,81,1,244.17,6.45
752,1305,57,2,266.69,0
753,1305,95,1,75.32,0
754,1305,106,5,65.2,11.75
755,1306,65,2,203.11,9.4
756,1306,35,6,46.14,0
757,1307,60,1,115.8,0
758,1308,53,1,73.03,4.33
759,1308,85,3,163.57,0
760,1308,134,7,26.36,0
761,1308,7,4,292.34,0
762,1309,57,7,266.69,0
763,1309,114,1,171.86,1.9
764,1310,130,2,193.14,6.97
765,1310,80,3,84.54,0
766,1311,43,8,277.03,7.18
767,1311,40,8,90.58,1.28
768,1311,110,2,112.0,0
769,1311,138,3,106.5,0
770,1312,40,4,90.58,0
771,1312,126,7,32.17,13.96
772,1313,112,5,154.88,0
773,1313,131,8,57.46,0
774,1314,38,5,256.88,0
775,1315,21,4,60.07,0
776,1315,110,5,112.0,10.69
777,1315,79,7,234.02,0
778,1315,28,6,206.43,0
779,1316,74,7,130.73,0
780,1316,48,3,299.56,0
781,1316,129,2,95.57,0
782,1316,48,4,299.56,0
783,1317,17,6,299.3,0
784,1317,123,8,210.64,0
785,1317,3,1,22.56,0
786,1318,87,6,124.17,0
787,1318,81,4,244.17,14.17
788,1318,97,1,168.73,0
789,1318,26,1,166.82,7.4
790,1319,132,7,240.9,0
791,1319,83,1,269.23,0
792,1319,84,8,150.28,4.27
793,1319,103,2,241.92,5.88
794,1320,78,8,71.75,3.35
795,1321,99,5,50.97,0
796,1321,122,2,151.15,10.32
797,1321,24,6,20.55,0
798,1322,75,2,180.3,0
799,1323,100,7,233.57,0
800,1323,33,4,42.63,0
801,1324,128,8,143.39,0
802,1324,38,1,256.88,0
803,1325,56,8,172.23,5.08
804,1325,16,6,168.61,0
805,1325,58,1,57.21,0
806,1325,125,7,273.92,0
807,1326,90,7,115.25,0
808,1326,73,4,134.83,10.82
809,1326,25,3,265.23,0
810,1326,78,8,71.75,0
811,1327,51,1,204.07,0
812,1327,38,7,256.88,14.31
813,1328,46,1,219.11,0
814,1328,112,3,154.88,9.78
815,1328,63,1,214.86,2.66
816,1328,126,5,32.17,0
817,1329,95,1,75.32,0
818,1329,32,8,221.16,0
819,1329,6,8,256.54,0
820,1329,47,7,100.5,7.78
821,1330,104,1,199.55,6.51
822,1330,17,2,299.3,0
823,1331,42,2,169.53,0
824,1331,22,2,159.69,0
825,1332,148,8,124.32,0
826,1332,138,4,106.5,0
827,1333,109,2,257.52,0
828,1333,98,3,285.64,0
829,1334,108,3,143.48,5.43
830,1334,98,1,285.64,0
831,1335,58,5,57.21,1.14
832,1335,57,7,266.69,0
833,1336,82,7,243.4,3.53
834,1336,123,3,210.64,0
835,1337,91,8,170.65,0
836,1337,110,4,112.0,0
837,1337,79,7,234.02,0
838,1337,21,2,60.07,0
839,1338,132,2,240.9,0
840,1338,2,7,135.25,0
841,1338,63,1,214.86,0
842,1338,135,4,41.03,0
843,1339,75,5,180.3,0
844,1340,119,8,27.97,0
845,1341,51,2,204.07,0
846,1341,106,2,65.2,0
847,1341,40,5,90.58,4.17
848,1341,96,5,252.1,0
849,1342,51,2,204.07,0
850,1342,35,7,46.14,0
851,1342,9,3,235.32,10.33
852,1343,34,2,222.79,0
853,1343,33,3,42.63,0
854,1343,61,1,293.22,0
855,1343,110,1,112.0,0
856,1344,110,4,112.0,0
857,1344,129,3,95.57,0
858,1345,98,7,285.64,0
859,1346,108,4,143.48,0
860,1346,47,1,100.5,0
861,1346,55,5,110.06,0
862,1347,29,2,33.25,0
863,1347,85,6,163.57,0
864,1347,136,6,230.54,0
865,1348,20,6,168.04,5.22
866,1349,112,2,154.88,0
867,1350,43,8,277.03,11.51
868,1351,129,5,95.57,0
869,1351,76,5,160.68,0
870,1351,58,1,57.21,0
871,1351,11,3,91.09,0
872,1352,22,5,159.69,11.11
873,1352,76,6,160.68,0
874,1352,92,4,23.27,0
875,1353,114,4,171.86,0
876,1353,149,7,258.51,0
877,1354,73,1,134.83,0
878,1354,101,4,45.81,0
879,1355,4,1,94.28,0
880,1356,42,5,169.53,0
881,1356,63,1,214.86,0
882,1356,140,2,86.93,0
883,1356,27,5,165.39,2.44
884,1357,126,3,32.17,0
885,1358,47,7,100.5,0
886,1358,74,6,130.73,0
887,1358,128,6,143.39,0
888,1359,38,2,256.88,0
889,1359,47,7,100.5,5.94
890,1359,109,8,257.52,10.71
891,1360,99,2,50.97,9.13
892,1360,135,4,41.03,0
893,1361,37,7,258.95,0
894,1361,15,3,198.21,0
895,1361,97,1,168.73,10.75
896,1361,96,1,252.1,0
897,1362,21,4,60.07,2.08
898,1362,39,3,129.3,0
899,1363,45,3,184.44,1.15
900,1364,33,4,42.63,0
